Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2017 Moscow Q3,L vs Kanepi,29% (4/14),100% (4/4),2/3,43% (6/14),33% (2/6),3/4,1/1,2/3,0/0,2/2
2017 Moscow Q2,W vs Pera,44% (4/9),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2017 Moscow Q1,W vs Diatchenko,67% (6/9),83% (5/6),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2017 Templeton CA $60K R16,L vs Kostova,50% (7/14),71% (5/7),0/5,54% (7/13),14% (1/7),2/4,0/0,1/2,0/0,0/0
2017 Lubbock TX $25K F,W vs Duval,86% (6/7),83% (5/6),0/0,0% (0/7),- (0/0),5/5,2/2,0/0,1/1,0/0
2017 Lubbock TX $25K QF,W vs Anderson,55% (6/11),33% (2/6),0/0,0% (0/11),- (0/0),2/2,2/2,1/1,1/1,0/0
2017 Lubbock TX $25K R16,W vs Thandi,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2017 Lubbock TX $25K R32,W vs Robinson,86% (6/7),100% (6/6),0/0,33% (2/6),100% (2/2),5/5,1/1,0/0,0/0,0/0
2017 Nonthaburi $25K R32,L vs Wongteanchai,54% (7/13),100% (7/7),3/6,64% (9/14),11% (1/9),4/7,1/1,2/4,0/0,0/1
2017 Nonthaburi $15K SF,L vs Tomic,75% (12/16),83% (10/12),5/9,69% (11/16),18% (2/11),4/9,0/1,3/3,0/0,1/1
2017 Nonthaburi $15K QF,W vs Kerimbayeva,75% (6/8),83% (5/6),1/1,25% (2/8),50% (1/2),3/4,1/1,0/0,0/0,0/0
2017 Nonthaburi $15K R16,W vs Okamura,33% (3/9),67% (2/3),0/0,30% (3/10),100% (3/3),1/1,1/1,0/0,1/1,0/0
2017 Hua Hin $25K R16,W vs Kaji,71% (5/7),100% (5/5),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,1/1,0/0
2015 Antalya $10K SF,W vs Serban,56% (5/9),100% (5/5),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,0/0,0/0
2015 Antalya $10K QF,W vs Kakuya,78% (7/9),86% (6/7),1/2,38% (3/8),33% (1/3),2/4,0/1,0/0,0/1,0/0
2015 Antalya $10K R16,W vs Juhaszova,80% (12/15),83% (10/12),2/6,80% (12/15),42% (5/12),4/9,1/3,1/1,0/1,1/1
2015 Antalya $10K R32,W vs Sezer,75% (6/8),83% (5/6),1/1,25% (2/8),50% (1/2),3/4,1/1,0/0,1/1,0/0
2015 Antalya $10K F,W vs Gjorcheska,56% (5/9),80% (4/5),1/2,40% (4/10),50% (2/4),2/4,2/2,0/0,1/1,0/0
2015 Antalya $10K SF,W vs Wagemaker,56% (5/9),60% (3/5),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2015 Antalya $10K QF,W vs Sun,67% (6/9),67% (4/6),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2017 (13 matches),,58.3%,84.4%,50.0%,37.9%,36.0%,72.4%,93.8%,69.2%,100.0%,75.0%
2015 (8 matches),,64.2%,80.8%,43.8%,38.8%,45.2%,65.7%,75.0%,100.0%,66.7%,100.0%
2014 (14 matches),,43.0%,82.8%,28.9%,57.7%,31.6%,65.1%,72.7%,50.0%,80.0%,50.0%
2013 (18 matches),,58.1%,76.5%,40.6%,52.1%,28.0%,62.3%,68.8%,53.8%,71.4%,50.0%
2012 (2 matches),,36.4%,75.0%,50.0%,54.2%,46.2%,83.3%,100.0%,66.7%,100.0%,0.0%
Career (55 matches),,54.6%,80.3%,39.6%,48.3%,33.3%,66.7%,78.9%,58.7%,80.0%,54.5%
