Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,2,0,2,0.0%,1-3,25.0%,20-24,45.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2017,17,13,4,76.5%,27-9,75.0%,201-124,61.8%,1-1,50.0%,0,,,,,,,,,,,,W (Lubbock TX $25K)
2015,15,14,1,93.3%,27-5,84.4%,188-109,63.3%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2013,13,11,2,84.6%,23-6,79.3%,164-91,64.3%,1-1,50.0%,0,,,,,,,,,,,,W (Landisville PA 10K)
2008,12,10,2,83.3%,21-5,80.8%,148-87,63.0%,1-0,100.0%,0,,,,,,,,,,,,W (2x)
2007,53,41,12,77.4%,84-37,69.4%,643-445,59.1%,7-5,58.3%,0,,,,,,,,,,,,W (3x)
2006,18,14,4,77.8%,27-13,67.5%,202-147,57.9%,2-0,100.0%,0,,,,,,,,,,,,W (Campobasso 25K)
2005,22,18,4,81.8%,36-9,80.0%,249-155,61.6%,1-0,100.0%,0,,,,,,,,,,,,W (3x)
2004,11,6,5,54.5%,12-11,52.2%,107-110,49.3%,0-0,-,0,,,,,,,,,,,,F (Jackson MS 25K)
2003,13,11,2,84.6%,22-6,78.6%,154-93,62.3%,1-0,100.0%,0,,,,,,,,,,,,W (Mollerusa 10K)
Career,176,138,38,78.4%,280-104,72.9%,2076-1385,60.0%,15-10,60.0%,0,,,,,,,,,,,,
