Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,15,10,5,66.7%,2,0,2,0.0%,2008,2014,R16,12,1.09,4.4%,5.5%,53.0%,67.4%,47.2%,57.9%,45.8%,54.4%,40.4%
Roland Garros,4,Clay,7,3,4,42.9%,0,0,0,-,2008,2014,R32,7,0.99,4.9%,4.7%,60.9%,61.4%,42.8%,54.1%,45.6%,56.9%,47.3%
Wimbledon,4,Grass,10,6,4,60.0%,0,0,0,-,2008,2014,R16,9,1.18,7.1%,6.6%,54.1%,69.1%,49.2%,60.0%,47.3%,56.1%,39.6%
US Open,5,Hard,10,5,5,50.0%,2,2,0,100.0%,2006,2013,R64,6,0.87,5.6%,6.0%,55.6%,57.0%,39.2%,49.1%,44.2%,46.9%,50.0%
Fed Cup,2,,3,2,1,66.7%,0,0,0,-,2009,2010,,0,,,,,,,,,,
Miami,8,Hard,17,9,8,52.9%,3,1,2,33.3%,2005,2014,R16,12,0.97,5.7%,5.9%,53.5%,61.2%,44.2%,53.3%,45.4%,57.6%,48.0%
Moscow,7,Hard,18,11,7,61.1%,6,3,3,50.0%,2005,2017,SF,13,1.13,8.1%,5.0%,52.0%,68.6%,51.0%,60.2%,45.0%,65.1%,43.5%
Indian Wells,7,Hard,17,10,7,58.8%,4,2,2,50.0%,2004,2014,QF,13,1.05,3.7%,4.1%,59.3%,64.6%,43.4%,56.0%,46.2%,57.9%,48.7%
Dubai,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2008,2014,QF,7,0.98,3.8%,4.3%,55.5%,62.2%,48.1%,55.9%,43.3%,51.6%,46.0%
Budapest,4,Clay,10,6,4,60.0%,2,0,2,0.0%,2004,2010,QF,5,1.02,3.4%,3.9%,59.0%,55.8%,49.7%,53.3%,47.6%,56.0%,41.3%
Madrid,4,Clay,8,4,4,50.0%,1,0,1,0.0%,2009,2014,R16,8,0.95,5.1%,3.5%,61.2%,62.8%,42.9%,55.0%,42.5%,51.6%,48.1%
