Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.51,4.7%,7.8%,50.0%,62.5%,43.8%,53.1%,24.0%,50.0%,0.0%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.77,7.8%,11.7%,64.9%,60.0%,33.3%,50.6%,38.0%,16.7%,27.3%
Wimbledon,2,Grass,3,1,2,33.3%,3,1,2,33.3%,2022,2024,Q2,3,0.89,5.6%,7.2%,64.3%,63.7%,48.3%,58.2%,37.3%,53.8%,22.9%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2022,2022,Q1,1,0.66,3.7%,11.1%,59.3%,50.0%,13.6%,35.2%,42.5%,58.8%,66.7%
Fed Cup,3,,8,3,5,37.5%,1,1,0,100.0%,2016,2019,,5,0.88,6.4%,6.9%,61.3%,60.4%,35.8%,50.9%,43.4%,40.4%,38.8%
Makarska 125,4,Clay,4,0,4,0.0%,0,0,0,-,2022,2025,R32,3,0.71,3.4%,11.0%,51.0%,54.1%,31.0%,42.8%,40.5%,38.5%,26.9%
Bol,5,Clay,10,5,5,50.0%,0,0,0,-,2016,2021,SF,10,0.99,1.2%,6.2%,54.4%,56.5%,43.6%,50.6%,49.0%,47.7%,53.8%
Stuttgart,2,Clay,2,0,2,0.0%,2,1,1,50.0%,2016,2021,Q1,2,0.88,2.9%,8.2%,56.4%,57.7%,34.9%,47.7%,46.0%,56.8%,61.1%
St. Petersburg,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2017,2019,Q1,2,0.91,2.4%,6.0%,59.5%,66.0%,47.1%,58.3%,38.1%,68.0%,40.0%
Luxembourg,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2013,2018,Q2,2,0.89,5.6%,6.3%,55.6%,54.3%,53.6%,54.0%,41.0%,33.3%,33.3%
