Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,9,4,69.2%,19-11,63.3%,148-119,55.4%,0-1,0.0%,13,61.8%,49.6%,3.7%,8.6%,57.3%,61.7%,43.6%,53.9%,49.7%,51.8%,1.08,W (W15 Antalya)
2025,47,21,26,44.7%,50-56,47.2%,486-491,49.7%,5-6,45.5%,47,55.8%,46.2%,1.9%,10.2%,57.3%,60.9%,40.1%,52.0%,48.6%,50.3%,1.01,F (W35 Santa Margherita di Pula)
2024,52,29,23,55.8%,69-57,54.8%,605-576,51.2%,8-3,72.7%,4,46.5%,39.5%,2.8%,9.8%,57.9%,59.4%,31.7%,47.7%,45.5%,46.6%,0.87,W (2x)
2023,75,43,32,57.3%,96-74,56.5%,828-734,53.0%,5-10,33.3%,0,,,,,,,,,,,,W (2x)
2022,57,33,24,57.9%,79-55,59.0%,694-573,54.8%,8-9,47.1%,2,56.5%,36.0%,4.4%,8.8%,53.1%,67.1%,37.3%,53.1%,44.2%,48.6%,0.94,W (W60 Rome)
2021,28,9,19,32.1%,20-40,33.3%,253-309,45.0%,0-4,0.0%,3,52.0%,28.0%,3.3%,11.1%,54.9%,60.7%,42.0%,52.3%,42.2%,46.9%,0.88,SF (W25 Budapest)
2020,16,8,8,50.0%,17-22,43.6%,178-188,48.6%,2-1,66.7%,1,11.1%,55.6%,0.0%,12.8%,46.8%,40.9%,20.0%,29.8%,50.8%,41.5%,0.72,QF (W25 Selva Gardena)
2019,39,25,14,64.1%,55-35,61.1%,459-387,54.3%,2-6,25.0%,1,12.5%,37.5%,0.0%,12.5%,54.2%,46.2%,18.2%,33.3%,45.1%,39.4%,0.68,W (3x)
2018,40,23,17,57.5%,52-42,55.3%,462-415,52.7%,3-5,37.5%,4,56.8%,61.0%,0.7%,5.2%,55.9%,57.8%,48.0%,53.5%,54.1%,53.8%,1.16,F (2x)
2017,45,26,19,57.8%,59-46,56.2%,525-477,52.4%,9-8,52.9%,0,,,,,,,,,,,,W (Antalya $15K)
2016,59,33,26,55.9%,72-61,54.1%,639-585,52.2%,5-7,41.7%,0,,,,,,,,,,,,F (2x)
2015,52,38,14,73.1%,84-38,68.9%,637-458,58.2%,5-3,62.5%,0,,,,,,,,,,,,W (3x)
2014,60,40,20,66.7%,87-47,64.9%,670-523,56.2%,6-3,66.7%,0,,,,,,,,,,,,W (Bol 10K)
2013,25,14,11,56.0%,31-24,56.4%,269-238,53.1%,3-1,75.0%,0,,,,,,,,,,,,F (Innsbruck 10K)
2012,36,16,20,44.4%,40-45,47.1%,399-392,50.4%,1-7,12.5%,0,,,,,,,,,,,,QF (4x)
2011,18,10,8,55.6%,22-21,51.2%,194-187,50.9%,1-3,25.0%,0,,,,,,,,,,,,F (Brcko 10K)
Career,662,377,285,56.9%,852-674,55.8%,7446-6652,52.8%,63-77,45.0%,75,55.3%,46.3%,2.3%,9.6%,56.9%,60.7%,40.2%,51.9%,48.5%,50.2%,1.01,
