Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Dubrovnik 125,Clay,R16,463,170,Andrea Lazaro Garcia [ESP] d. (WC) Lukas,6-3 6-1,0.59,3.8%,15.1%,37.7%,65.0%,39.4%,3/7,1:11
23-Mar-2026,Dubrovnik 125,Clay,R32,463,114,(WC) Lukas d. (5) Anastasia Pavlyuchenkova [RUS],6-7(5) 6-2 1-0 RET,1.13,10.5%,15.8%,47.4%,75.0%,45.0%,5/7,2:00
23-Feb-2026,W35 Antalya,Clay,R16,467,322,Aurora Zantedeschi [ITA] d. Lukas,1-6 6-0 2-0,0.79,1.6%,12.7%,49.2%,61.3%,31.3%,4/8,1:44
23-Feb-2026,W35 Antalya,Clay,R32,467,512,Lukas d. Anja Stankovic [SRB],1-6 7-5 6-3,1.04,0.0%,5.6%,57.3%,64.7%,50.0%,2/6,2:30
16-Feb-2026,W15 Antalya,Clay,F,455,367,Lukas d. Georgia Pedone [ITA],6-1 6-4,1.45,9.3%,9.3%,62.8%,74.1%,31.3%,1/4,1:20
16-Feb-2026,W15 Antalya,Clay,SF,455,441,Lukas d. Andreea Prisacariu [ROU],4-6 7-5 6-4,1.05,3.4%,8.6%,63.8%,59.5%,38.1%,5/12,3:06
16-Feb-2026,W15 Antalya,Clay,QF,455,380,Lukas d. Darya Astakhova [RUS],6-1 6-3,1.54,4.4%,6.7%,48.9%,50.0%,78.3%,3/5,1:28
16-Feb-2026,W15 Antalya,Clay,R16,455,499,Lukas d. Yelyzaveta Kotliar [UKR],6-4 3-6 6-4,1.04,0.0%,7.0%,60.0%,50.0%,37.5%,4/13,2:53
16-Feb-2026,W15 Antalya,Clay,R32,455,834,Lukas d. Maria Camila Torres Murcia [COL],6-0 6-0,3.10,14.7%,5.9%,52.9%,88.9%,62.5%,2/2,0:52
09-Feb-2026,W35 Antalya,Clay,R16,447,242,Luisina Giovannini [ARG] d. Lukas,6-4 2-6 6-1,0.87,1.2%,7.3%,61.0%,58.0%,37.5%,7/13,2:21
09-Feb-2026,W35 Antalya,Clay,R32,447,357,Lukas d. Carlota Martinez Cirez [ESP],6-4 6-2,1.19,8.5%,4.9%,58.5%,68.8%,38.2%,11/13,2:05
12-Jan-2026,W35 Antalya,Clay,R16,446,334,Dalila Jakupovic [SLO] d. Lukas,7-5 6-4,0.84,0.0%,6.0%,61.4%,52.9%,50.0%,4/9,2:03
12-Jan-2026,W35 Antalya,Clay,R32,446,510,Lukas d. Andreea Prisacariu [ROU],6-3 6-3,1.34,0.0%,9.5%,69.8%,59.1%,42.1%,3/7,1:36
24-Nov-2025,W35 Antalya,Clay,R16,428,417,Sofia Shapatava [GEO] d. Lukas,6-3 6-2,0.76,1.6%,16.4%,63.9%,59.0%,18.2%,7/12,1:30
24-Nov-2025,W35 Antalya,Clay,R32,428,1185,Lukas d. Elizabeth Coleman [USA],1-6 7-5 7-6(8),0.97,0.0%,10.3%,63.9%,48.4%,48.6%,13/22,3:15
17-Nov-2025,W35 Antalya,clay,R16,428,685,Valeriya Yushchenko [RUS] d. Lukas,4-6 6-3 6-0,0.77,2.6%,17.9%,43.6%,61.8%,36.4%,10/17,2:31
17-Nov-2025,W35 Antalya,clay,R32,428,626,Lukas d. Adelina Lachinova [LAT],6-2 6-4,1.23,2.7%,9.5%,59.5%,70.5%,43.3%,8/9,1:30
20-Oct-2025,W35 Santa Margherita di Pula,Clay,R32,422,504,Julie Struplova [CZE] d. Lukas,7-6(5) 5-7 6-2,0.94,1.8%,11.4%,64.9%,58.1%,32.5%,13/21,3:11
06-Oct-2025,W35 Santa Margherita di Pula,Clay,F,492,754,Julie Pastikova [CZE] d. Lukas,6-2 4-6 6-2,0.84,2.4%,8.5%,47.6%,59.0%,32.6%,8/16,2:16
06-Oct-2025,W35 Santa Margherita di Pula,Clay,SF,492,306,Lukas d. Katharina Hobgarski [GER],6-1 4-6 6-0,1.43,1.6%,8.2%,67.2%,65.9%,40.0%,6/10,1:41
06-Oct-2025,W35 Santa Margherita di Pula,Clay,QF,492,702,Lukas d. Emma Lene [FRA],3-0 RET,1.81,0.0%,7.7%,46.2%,66.7%,71.4%,1/1,
06-Oct-2025,W35 Santa Margherita di Pula,Clay,R16,492,261,Lukas d. Angela Fita Boluda [ESP],6-3 2-6 6-1,1.18,0.0%,10.0%,48.6%,58.8%,50.0%,1/7,2:05
06-Oct-2025,W35 Santa Margherita di Pula,Clay,R32,492,744,Lukas d. Enola Chiesa [ITA],6-3 4-6 7-5,1.20,0.0%,8.3%,61.5%,64.4%,56.8%,7/11,2:59
