Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Tarvisio QF,L vs Goncalves,1.04,0.93,70.7,4.3,-,44.7%,-,44.4%,50.0%,48.6%
2019 Bol R32,L vs Siegemund,0.96,0.68,46.1,2.2,-,34.6%,-,31.8%,46.4%,47.8%
2019 W25 Rome R32,L vs Radanovic,0.85,0.76,60.2,2.1,0.0%,37.1%,0.0%,45.2%,58.3%,47.2%
2019 W25 Santa Margherita Di Pula R32,L vs Saez Larra,0.90,0.69,48.7,2.7,8.8%,55.9%,0.0%,56.7%,34.3%,32.3%
2019 W25 Santa Margherita Di Pula R16,L vs Hogenkamp,0.92,0.79,52.4,2.0,3.0%,30.3%,0.0%,40.0%,59.4%,51.6%
2019 W25 Santa Margherita Di Pula R32,W vs Pantuckova,1.08,1.55,48.4,2.8,0.0%,48.4%,0.0%,81.5%,61.5%,40.9%
2019 W25 Santa Margherita Di Pula R16,L vs Stefanini,0.90,0.86,72.6,3.1,0.0%,56.0%,2.1%,48.9%,51.9%,37.5%
2019 W25 Altenkirchen R32,L vs Cengiz,0.90,0.81,56.5,2.8,2.4%,39.0%,2.6%,50.0%,44.4%,56.0%
2019 Fed Cup RR,L vs Nagy,0.94,0.88,76.9,3.7,13.0%,50.0%,2.2%,54.3%,42.6%,47.1%
2018 Bol SF,L vs Zidansek,0.87,0.60,40.4,3.0,0.0%,48.4%,0.0%,51.7%,28.6%,41.7%
2018 Bol QF,W vs Duque Marino,1.03,1.18,64.6,2.2,2.0%,51.0%,0.0%,50.0%,55.6%,58.5%
2018 Bol R16,W vs Zhao,1.02,1.19,82.4,5.7,2.3%,50.0%,0.0%,56.1%,54.8%,55.3%
2018 Bol R32,W vs Cabeza Candela,0.95,2.03,33.0,2.0,0.0%,56.5%,0.0%,76.2%,73.7%,72.2%
2017 Antalya $15K F,W vs Ormaechea,0.99,1.15,72.8,2.8,1.8%,50.9%,0.0%,52.0%,59.6%,53.1%
2017 Antalya $15K SF,W vs Vanlangendonck,1.10,1.41,51.7,2.3,5.0%,57.5%,2.6%,55.3%,50.0%,63.0%
2017 Antalya $15K QF,W vs Eklund,1.00,1.32,53.1,2.7,0.0%,54.3%,5.9%,55.9%,59.4%,59.4%
2017 Antalya $15K R16,W vs Stamat,1.02,1.80,41.3,2.3,12.5%,79.2%,0.0%,60.9%,57.1%,48.1%
2017 Antalya $15K R32,W vs Skrobonja,1.06,1.28,50.3,2.2,9.3%,58.1%,0.0%,54.8%,60.0%,45.5%
2017 Antalya $15K R16,L vs Jani,0.91,0.92,97.2,5.7,6.5%,54.8%,0.0%,55.0%,46.3%,45.3%
2017 Zawada Near Opole $25K R32,L vs Chiesa,0.92,0.52,43.7,2.1,13.3%,60.0%,0.0%,50.0%,11.1%,41.7%
2019 (9 matches),,0.94,0.85,61.7,2.7,3.2%,44.9%,0.9%,50.3%,49.4%,45.1%
2018 (4 matches),,0.98,1.14,60.3,2.7,1.3%,51.0%,0.0%,56.1%,52.2%,56.2%
2017 (32 matches),,1.01,1.04,64.6,2.6,3.7%,52.6%,1.4%,55.5%,47.9%,46.8%
2016 (41 matches),,1.01,1.03,58.7,2.8,3.5%,56.6%,1.8%,54.4%,44.1%,46.3%
2015 (21 matches),,1.08,1.21,63.7,3.2,3.7%,57.8%,1.6%,57.1%,47.5%,48.2%
Career (125 matches),,1.02,1.05,61.1,2.8,3.4%,54.3%,1.5%,54.6%,46.9%,47.0%
