Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,158,70,88,44.3%,165-191,46.3%,1579-1689,48.3%,21-14,60.0%,139,59.2%,37.6%,0.7%,3.9%,70.0%,56.8%,44.7%,53.2%,44.7%,49.0%,0.95
Clay,37,16,21,43.2%,34-48,41.5%,359-402,47.2%,2-5,28.6%,33,60.2%,32.5%,0.5%,2.4%,72.6%,54.8%,47.6%,52.8%,43.2%,48.2%,0.92
Grass,23,7,16,30.4%,15-36,29.4%,193-275,41.2%,2-4,33.3%,20,58.3%,28.5%,0.4%,2.2%,72.2%,53.6%,47.3%,51.9%,39.7%,45.8%,0.82
Grand Slams,44,19,25,43.2%,39-59,39.8%,414-482,46.2%,2-3,40.0%,38,61.3%,27.1%,0.6%,3.2%,70.7%,56.3%,46.5%,53.4%,42.8%,48.3%,0.92
Premiers,28,8,20,28.6%,23-42,35.4%,263-331,44.3%,3-4,42.9%,25,57.7%,35.9%,0.6%,3.8%,72.2%,54.5%,41.7%,50.9%,42.6%,46.9%,0.87
Internationals,115,51,64,44.3%,119-138,46.3%,1142-1217,48.4%,15-12,55.6%,107,59.3%,37.1%,0.7%,3.6%,70.2%,56.6%,45.8%,53.4%,44.5%,49.0%,0.95
Finals,2,1,1,50.0%,3-3,50.0%,29-24,54.7%,0-0,-,1,-,-,0.0%,4.0%,66.0%,56.1%,58.8%,57.0%,38.5%,48.2%,0.89
Semi-finals,4,2,2,50.0%,5-6,45.5%,44-51,46.3%,0-0,-,4,-,-,0.6%,3.3%,71.0%,51.7%,49.5%,51.0%,44.0%,47.8%,0.90
Quarter-finals,12,4,8,33.3%,11-16,40.7%,111-129,46.3%,2-0,100.0%,9,56.3%,29.7%,0.6%,2.7%,73.5%,58.5%,42.1%,54.1%,41.1%,47.4%,0.90
vs Righties,202,88,114,43.6%,203-254,44.4%,2007-2206,47.6%,23-22,51.1%,180,59.5%,35.3%,0.7%,3.5%,70.6%,56.3%,45.6%,53.1%,43.9%,48.6%,0.94
vs Lefties,15,4,11,26.7%,9-21,30.0%,112-157,41.6%,2-1,66.7%,11,52.5%,35.1%,0.7%,3.3%,71.3%,52.6%,41.0%,49.3%,41.7%,45.6%,0.82
vs Top 10,11,1,10,9.1%,2-21,8.7%,64-134,32.3%,0-0,-,10,50.0%,7.7%,0.6%,2.5%,74.8%,50.0%,43.8%,48.4%,36.6%,42.9%,0.71
