Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W60 Barcelona R32,L vs Hesse,57% (4/7),50% (2/4),0/0,0/0,54% (7/13),2/4,0/1,- (0/0),- (0/0)
2019 Roland Garros Q2,W vs Bacsinszky,58% (7/12),56% (9/16),2/2,1/1,65% (11/17),1/2,0/0,- (0/0),- (0/0)
2019 Roland Garros Q2,W vs Bacsinszky,50% (5/10),- (0/0),0/0,0/0,75% (9/12),2/4,1/2,- (0/0),- (0/0)
2019 W80 Gifu R16,W vs Liu,73% (8/11),67% (4/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W80 Gifu R32,W vs Raina,78% (7/9),50% (5/10),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Pelham AL QF,L vs Baptiste,33% (1/3),50% (1/2),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 W25 Pelham AL R32,W vs Uberoi,67% (6/9),67% (6/9),2/4,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL QF,L vs Udvardy,80% (4/5),25% (1/4),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R16,W vs Osaka,46% (6/13),46% (6/13),2/4,1/1,38% (3/8),0/0,0/0,67% (4/6),50% (3/6)
2019 W80 Palm Harbor FL R32,W vs Arconada,64% (7/11),47% (9/19),2/4,1/3,46% (6/13),2/3,0/0,- (0/0),- (0/0)
2019 W60 Kyoto QF,L vs In Albon,62% (8/13),40% (2/5),0/0,0/0,67% (6/9),1/3,0/1,50% (2/4),0% (0/5)
2019 W60 Kyoto R32,W vs Jang,67% (12/18),29% (4/14),2/8,1/2,50% (3/6),2/3,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,W vs Soler Espinosa,55% (6/11),38% (6/16),2/2,1/1,11% (1/9),0/0,0/0,60% (3/5),80% (4/5)
2019 W25 Singapore QF,L vs Perrin,47% (7/15),50% (3/6),0/0,0/0,38% (3/8),4/6,3/4,- (0/0),- (0/0)
2019 W25 Singapore R32,W vs Lee,75% (6/8),54% (7/13),2/2,1/1,64% (9/14),0/0,0/0,- (0/0),- (0/0)
2018 Houston R16,L vs Sebov,50% (3/6),43% (3/7),0/0,0/0,40% (4/10),4/6,2/3,- (0/0),- (0/0)
2018 Houston R32,W vs Flink,44% (8/18),67% (4/6),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2018 Tashkent R32,L vs Stollar,56% (9/16),57% (4/7),1/3,0/0,62% (8/13),3/5,0/1,- (0/0),- (0/0)
2018 Tokyo R32,L vs Azarenka,45% (5/11),36% (4/11),0/0,0/0,71% (15/21),3/5,3/4,- (0/0),- (0/0)
2018 Hiroshima R32,L vs Minella,25% (4/16),43% (3/7),0/0,0/0,40% (4/10),1/3,0/1,- (0/0),- (0/0)
2019 (15 matches),,60.6%,47.4%,60.0%,75.0%,51.9%,48.3%,40.0%,60.0%,43.8%
2018 (19 matches),,52.0%,39.6%,45.5%,50.0%,52.8%,50.7%,52.8%,57.7%,42.3%
2017 (43 matches),,57.7%,50.5%,64.9%,65.6%,47.3%,42.0%,37.1%,41.2%,50.0%
2016 (33 matches),,53.2%,49.6%,55.6%,50.0%,56.7%,50.6%,51.4%,48.0%,44.0%
2015 (30 matches),,48.6%,45.3%,59.2%,70.6%,51.1%,44.7%,47.1%,73.5%,36.4%
Career (219 matches),,54.4%,48.3%,52.7%,58.7%,51.3%,45.1%,45.1%,56.3%,43.3%
