Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Roland Garros Q2,W vs Bacsinszky,86.6,88.6,3.1,,,93,81,79.3,3.7,,,85,73
2018 US Open R128,L vs Mertens,83.5,87.5,5.8,91.6,84.4,98,74,75.9,4.0,78.5,72.0,84,67
2018 Wimbledon R128,L vs Halep,87.7,91.5,6.0,95.2,86.1,100,80,81.0,3.4,,82.0,88,72
2017 US Open R32,L vs Safarova,84.5,86.2,4.1,88.9,83.5,95,75,78.3,2.4,80.3,,81,73
2017 US Open R64,W vs Kuznetsova,81.5,84.0,5.5,91.5,80.4,96,70,74.3,3.4,75.0,72.0,82,67
2017 US Open R128,W vs Sorribes Tormo,83.9,86.3,4.2,89.9,84.2,95,80,75.9,3.3,74.0,,83,71
2017 Roland Garros R64,L vs Williams,85.6,89.2,3.5,89.0,87.4,97,79,79.1,3.0,81.5,77.5,86,72
2017 Roland Garros R128,W vs Anisimova,86.2,89.8,4.2,,,97,78,79.4,4.5,,,86,69
2017 Australian Open R128,L vs Voegele,83.7,88.0,3.2,89.1,87.3,95,82,77.5,2.3,74.5,78.0,83,74
2016 US Open R64,L vs Konjuh,85.6,88.9,3.3,,,94,78,79.4,3.9,,,85,72
2016 US Open R128,W vs Voegele,85.0,87.4,4.1,89.9,87.0,94,73,75.1,5.1,82.0,74.0,82,65
2016 Roland Garros R64,L vs Ivanovic,83.7,85.4,5.2,,,93,73,79.7,3.7,,,86,70
2016 Australian Open R128,W vs Dodin,86.1,88.0,3.5,,,93,75,78.8,2.9,,,83,74
2015 US Open R64,L vs Rogers,83.3,85.6,5.9,,,92,62,77.5,3.4,,,84,72
2015 US Open R128,W vs Cornet,81.5,84.5,3.9,,,91,74,72.1,4.3,,,83,64
2015 Wimbledon R64,L vs Kvitova,87.8,89.6,3.4,,,96,82,83.4,3.6,,,89,77
2015 Roland Garros R64,L vs Safarova,86.9,88.6,2.0,,,92,83,82.2,2.5,,,87,78
2015 Roland Garros R128,W vs Dodin,88.5,90.3,3.8,,,97,77,82.3,3.3,,,89,76
2015 Australian Open R128,L vs Radwanska,86.3,89.4,4.4,,,95,77,77.8,6.1,,,87,64
2014 US Open R64,L vs Bencic,83.8,86.1,3.4,,,92,75,78.9,3.6,,,87,73
Career (27 matches),,84.8,87.4,4.1,90.9,85.0,100,62,78.4,3.6,78.2,74.8,89,64
