Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 US Open R128,L vs Sabalenka,1.09,0.81,60.7,2.3,0.0%,48.0%,2.0%,49.0%,32.7%,44.4%
2021 Wimbledon R128,L vs Kerber,1.00,0.55,43.3,3.1,2.6%,61.5%,5.3%,44.7%,12.5%,39.1%
2021 Roland Garros R128,L vs Hibino,0.98,0.76,63.7,2.7,8.9%,57.8%,4.7%,46.5%,42.1%,31.3%
2021 BJK Cup Playoffs: CAN vs SRB RR,L vs Fernandez,0.94,0.91,89.3,11.0,10.5%,45.6%,3.7%,63.0%,52.9%,34.8%
2021 Australian Open R64,L vs Williams,0.98,0.54,41.5,2.2,3.8%,46.2%,0.0%,50.0%,24.0%,33.3%
2021 Australian Open R128,W vs Begu,1.14,1.40,46.3,2.3,2.6%,60.5%,0.0%,58.8%,47.1%,51.5%
2020 Roland Garros R128,L vs Krejcikova,0.94,0.73,48.3,2.0,2.5%,55.0%,0.0%,40.0%,27.3%,54.8%
2020 Australian Open R128,L vs Pavlyuchenkova,1.03,0.69,54.0,2.0,0.0%,48.3%,8.0%,44.0%,28.1%,44.4%
2019 Nanchang SF,L vs Peterson,0.91,0.56,34.0,2.1,7.4%,44.4%,0.0%,41.7%,36.4%,34.5%
2019 Jurmala QF,L vs Pera,0.83,0.87,77.1,6.9,-,56.0%,-,60.0%,49.0%,38.6%
2019 W60 Versmold F,W vs Hobgarski,0.82,1.17,54.4,2.0,-,60.0%,-,44.0%,72.7%,64.3%
2019 W60 Versmold SF,W vs Niemeier,1.10,1.35,55.6,2.2,-,59.0%,-,59.5%,53.6%,46.4%
2019 W60 Versmold R16,W vs Ferrando,1.10,2.05,35.6,2.1,-,58.3%,-,76.2%,59.1%,65.0%
2019 W60 Barcelona QF,L vs Kiick,0.97,0.72,46.1,2.0,-,45.5%,-,36.7%,51.7%,34.6%
2019 W60 Barcelona R16,W vs Yerolymos,1.12,1.28,54.6,2.2,-,71.4%,-,51.3%,44.4%,42.5%
2019 W60 Torun R32,L vs Kovinic,0.88,0.84,55.9,2.9,-,48.0%,-,47.8%,58.7%,39.5%
2019 Nurnberg R32,W vs Riske Amritraj,1.08,1.15,67.9,3.7,-,60.0%,-,47.6%,44.8%,52.7%
2019 W25 Monzon R16,L vs Burillo Escorihuela,0.90,0.69,41.8,2.0,6.3%,46.9%,0.0%,41.9%,40.0%,44.8%
2019 W25 Monzon R32,W vs Appleton,1.12,1.57,50.9,3.8,6.5%,67.7%,6.9%,69.0%,40.5%,48.5%
2019 W60 Les Franqueses del Valles QF,L vs Dunne,0.88,0.88,78.4,18.1,10.0%,62.0%,4.2%,50.0%,37.7%,50.0%
2021 (6 matches),,1.02,0.84,61.1,2.8,5.1%,52.9%,2.9%,52.5%,38.0%,39.4%
2020 (2 matches),,0.98,0.71,50.8,2.0,1.4%,52.2%,3.3%,41.7%,27.7%,50.0%
2019 (17 matches),,0.98,1.06,56.5,2.6,2.8%,59.9%,1.8%,53.1%,47.2%,45.8%
2018 (1 matches),,0.92,0.87,77.8,3.0,6.7%,62.2%,7.0%,58.1%,27.8%,49.0%
2017 (25 matches),,1.03,0.94,58.7,2.7,2.4%,54.1%,1.7%,51.2%,44.0%,42.5%
Career (114 matches),,1.01,1.02,57.6,2.7,2.1%,55.6%,2.3%,54.2%,45.5%,45.8%
