Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),403,147,167,1609,173,1558,139,1587,111,1554,461,157,,
2025,284,242,165,1609,167,1558,133,1587,112,1554,252,323
2024,250,278,138,1641,152,1575,111,1612,,,210,371
2022,477,88,,,,,,,,,,
2021,116,656,110,1672,110,1626,115,1601,103,1552,,
2020,100,761,143,1539,144,1494,116,1552,,,85,1073
2019,87,729,98,1705,112,1637,76,1666,,,132,593
2018,232,246,,,,,,,,,84,1051
2017,248,222,203,1443,190,1434,195,1341,175,1377,57,1405
2016,140,427,,,,,,,,,111,642
2015,393,91,,,,,,,,,202,325
2014,322,111,,,,,,,,,330,146
