Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2016,9,5,4,55.6%,11-10,52.4%,87-104,45.5%,1-0,100.0%,0,,,,,,,,,,,,SF (Suzhou $50K)
2015,15,6,9,40.0%,13-18,41.9%,130-151,46.3%,1-2,33.3%,0,,,,,,,,,,,,SF (Gifu $75K)
2014,29,20,9,69.0%,43-22,66.2%,318-243,56.7%,2-0,100.0%,5,-,-,0.0%,2.7%,63.8%,57.5%,45.9%,53.3%,41.6%,47.5%,0.89,W (Nanning 25K)
2013,18,7,11,38.9%,17-24,41.5%,180-196,47.9%,1-2,33.3%,0,,,,,,,,,,,,SF (Huzhu 25K)
2012,34,16,18,47.1%,39-41,48.8%,350-381,47.9%,6-4,60.0%,0,,,,,,,,,,,,SF (Wenshan 50K)
2011,17,9,8,52.9%,21-18,53.8%,175-169,50.9%,1-3,25.0%,0,,,,,,,,,,,,SF (2x)
2010,32,18,14,56.3%,38-32,54.3%,328-311,51.3%,4-4,50.0%,0,,,,,,,,,,,,F (2x)
2009,19,8,11,42.1%,21-26,44.7%,200-228,46.7%,1-1,50.0%,0,,,,,,,,,,,,SF (Burnie 25K)
2008,6,0,6,0.0%,2-12,14.3%,55-82,40.1%,1-1,50.0%,0,,,,,,,,,,,,R32 (6x)
2007,25,16,9,64.0%,33-22,60.0%,267-225,54.3%,2-1,66.7%,0,,,,,,,,,,,,F (Chengdu 25K)
2006,21,12,9,57.1%,27-19,58.7%,215-182,54.2%,1-1,50.0%,0,,,,,,,,,,,,SF (2x)
2005,2,1,1,50.0%,2-2,50.0%,15-18,45.5%,0-0,-,0,,,,,,,,,,,,R16 (Nanjing 2 25K)
Career,229,118,111,51.5%,267-250,51.6%,2334-2316,50.2%,21-20,51.2%,5,-,-,0.0%,2.7%,63.8%,57.5%,45.9%,53.3%,41.6%,47.5%,0.89,
