Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Beijing Q1,L vs Putintseva,100% (3/3),13% (1/8),0/0,0/0,17% (1/6),3/5,2/3,- (0/0),- (0/0)
2018 Sydney Q1,L vs Woolcock,50% (10/20),38% (5/13),1/1,0/0,42% (5/12),4/6,4/5,- (0/0),- (0/0)
2017 Shenzhen $100K R32,L vs Cako,45% (5/11),17% (1/6),0/0,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2017 Zhengzhou R32,L vs Grammatikopoulou,17% (1/6),43% (3/7),0/0,0/0,22% (2/9),2/4,1/2,- (0/0),- (0/0)
2017 Launceston $60K R32,L vs Georges,64% (7/11),50% (1/2),0/0,0/0,67% (6/9),4/6,3/4,33% (2/6),40% (2/5)
2016 Shenzhen $100K QF,L vs Tig,33% (4/12),50% (1/2),0/0,0/0,78% (14/18),8/10,1/2,- (0/0),- (0/0)
2016 Shenzhen $100K R16,W vs Yang,44% (8/18),50% (4/8),2/2,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2016 Suzhou $50K QF,W vs Liu,89% (8/9),100% (4/4),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2016 Suzhou $50K R16,W vs Plipuech,73% (8/11),40% (4/10),2/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2016 Suzhou $50K R32,W vs Han,83% (10/12),67% (4/6),2/2,1/1,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2016 Tianjin R32,L vs Han,80% (4/5),38% (3/8),1/1,0/0,22% (2/9),2/4,2/3,- (0/0),- (0/0)
2016 Tokyo Q1,L vs Hibino,86% (6/7),100% (1/1),0/0,0/0,40% (2/5),4/6,1/2,- (0/0),- (0/0)
2016 Japan Open Tokyo Q1,W vs Voracova,64% (7/11),71% (5/7),2/4,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2016 Montreal Q1,L vs Bondarenko,0% (0/1),17% (1/6),0/0,0/0,54% (7/13),0/2,0/1,- (0/0),- (0/0)
2016 Stanford Q1,L vs Vickery,67% (4/6),20% (1/5),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2016 Nottingham Q1,L vs Barty,0% (0/4),0% (0/1),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2016 Strasbourg R32,L vs Hsieh,60% (3/5),100% (1/1),0/0,0/0,17% (1/6),2/4,0/1,- (0/0),- (0/0)
2016 Strasbourg Q2,W vs Wang,70% (7/10),56% (5/9),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 Strasbourg Q1,W vs Zhang,90% (9/10),67% (4/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Kuala Lumpur Q1,L vs Kumkhum,60% (9/15),40% (2/5),1/1,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2018 (2 matches),,56.5%,28.6%,100.0%,-,33.3%,63.6%,75.0%,-,-
2017 (3 matches),,46.4%,33.3%,-,-,48.1%,53.8%,62.5%,33.3%,40.0%
2016 (20 matches),,58.9%,48.3%,64.5%,88.9%,52.2%,49.0%,42.9%,40.0%,100.0%
2015 (17 matches),,65.8%,40.9%,35.1%,33.3%,54.5%,33.3%,40.0%,62.5%,32.3%
2014 (9 matches),,58.1%,52.2%,50.0%,45.5%,35.3%,38.5%,20.0%,-,-
Career (58 matches),,60.7%,45.1%,47.7%,46.3%,50.0%,44.5%,45.0%,55.8%,41.5%
