Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Ismaning CH F,L vs Baldi,18,26,0.7,15.4%,22.2%,14,25,0.6,13.2%,23.6%,7.5%,4.7%,1.1,17.9%,16.2%
Career (1 matches),,18,26,0.7,15.4%,22.2%,14,25,0.6,13.2%,23.6%,7.5%,4.7%,1.1,17.9%,16.2%
