Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2018 Ismaning CH F,L vs Baldi,4.4,4.2,4.5,50.0%,41.2%,50.0%,54.5%,53.9%,21.0%,5.0,4.4,-3.5,-4.4
2017 Roland Garros Q2,L vs Tsitsipas,4.2,4.5,3.9,36.1%,48.0%,61.5%,44.4%,52.1%,8.8%,4.0,4.2,-5.0,-6.1
Career (2 matches),,4.3,4.3,4.2,43.0%,44.1%,56.0%,50.0%,53.1%,15.2%,4.5,4.3,-4.3,-5.3
