Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Fergana CH QF,L vs Cid,0.90,0.80,61.6,2.4,-,53.3%,-,46.7%,44.7%,44.4%
2019 Fergana CH R16,W vs Wu,1.14,1.42,50.2,2.2,-,60.6%,-,73.1%,45.7%,38.2%
2019 Francavilla Al Mare CH R64,L vs Kotov,0.92,0.66,46.6,2.3,3.3%,46.7%,0.0%,50.0%,43.8%,29.6%
2019 Tunis CH R64,L vs Tatlot,1.21,0.90,69.1,4.1,0.0%,44.4%,2.6%,51.3%,35.4%,42.9%
2019 Murcia CH R64,L vs Alcaraz,0.84,0.79,65.4,3.5,0.0%,50.0%,5.3%,60.5%,48.9%,36.2%
2019 Australian Open R128,L vs Marterer,0.84,0.55,28.1,2.2,5.6%,50.0%,0.0%,54.5%,30.8%,31.6%
2019 Noumea CH QF,L vs Young,1.10,0.83,56.1,4.7,3.7%,50.0%,1.9%,55.8%,43.2%,27.5%
2019 Noumea CH R16,W vs Caruso,1.00,1.22,65.2,2.4,2.1%,68.1%,11.4%,63.6%,48.1%,34.7%
2019 Noumea CH R32,W vs De Schepper,1.09,1.35,59.2,2.9,5.1%,71.8%,3.1%,68.8%,26.7%,46.5%
2018 Eckental CH SF,L vs Hoang,0.84,0.57,40.2,2.0,6.7%,56.7%,0.0%,50.0%,37.0%,25.0%
2018 Eckental CH QF,W vs Bachinger,1.01,1.27,61.7,5.1,6.8%,68.2%,7.5%,65.0%,50.0%,33.3%
2018 Ismaning CH F,L vs Baldi,0.70,0.67,46.1,2.8,3.6%,71.4%,11.5%,69.2%,35.3%,20.7%
2018 Ismaning CH R16,W vs Travaglia,1.14,1.22,75.3,6.5,15.2%,73.9%,18.2%,65.9%,37.8%,26.2%
2018 Lyon CH R32,L vs Pavlasek,0.85,0.31,26.7,2.0,0.0%,29.2%,0.0%,50.0%,10.5%,35.3%
2018 Dubai R32,L vs Kohlschreiber,0.83,0.57,39.2,2.4,11.5%,61.5%,12.0%,52.0%,42.3%,16.0%
2018 Dubai Q2,W vs Kavcic,1.28,1.81,40.8,2.0,0.0%,79.3%,14.8%,70.4%,27.6%,44.0%
2018 Dubai Q1,W vs Ram,1.07,1.90,41.3,2.2,14.8%,81.5%,4.2%,62.5%,48.0%,50.0%
2018 Rennes CH QF,L vs Berankis,0.99,0.80,70.0,3.0,6.3%,58.3%,13.6%,61.4%,29.8%,35.7%
2018 Rennes CH R16,W vs Youzhny,1.13,1.51,44.0,3.3,5.1%,59.0%,10.8%,64.9%,50.0%,52.0%
2018 Rennes CH R32,W vs Humbert,1.10,1.49,54.1,3.0,12.8%,79.5%,8.6%,65.7%,35.7%,37.5%
2019 (9 matches),,1.01,0.90,56.8,2.8,2.2%,55.1%,3.1%,58.1%,40.8%,37.1%
2018 (13 matches),,1.04,1.07,53.2,2.6,8.4%,66.2%,10.5%,62.9%,37.4%,35.2%
2017 (22 matches),,1.04,0.94,55.0,2.7,6.4%,60.0%,5.7%,60.8%,36.9%,35.0%
2016 (7 matches),,0.91,0.85,56.2,3.1,2.5%,61.2%,4.4%,62.4%,31.9%,39.5%
2015 (3 matches),,1.17,1.07,58.3,3.0,4.1%,59.8%,11.0%,59.3%,33.9%,40.2%
Career (59 matches),,1.02,0.95,55.0,2.7,5.2%,60.9%,6.2%,60.8%,36.8%,36.0%
