Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,16,5,11,31.3%,12-23,34.3%,146-191,43.3%,3-3,50.0%,16,63.8%,23.2%,4.9%,3.8%,56.3%,65.5%,41.9%,55.2%,38.5%,46.8%,0.86,QF (Fergana)
2018,42,20,22,47.6%,46-51,47.4%,442-462,48.9%,3-5,37.5%,42,76.3%,21.3%,6.7%,3.4%,58.9%,70.9%,48.6%,61.7%,36.8%,49.4%,0.96,F (Ismaning)
2017,38,22,16,57.9%,51-37,58.0%,450-431,51.1%,12-4,75.0%,38,75.2%,25.8%,6.1%,2.9%,60.6%,69.5%,48.9%,61.4%,39.6%,50.6%,1.03,SF (2x)
2016,19,7,12,36.8%,19-24,44.2%,185-208,47.1%,3-1,75.0%,19,70.4%,22.4%,5.2%,3.7%,61.1%,67.7%,47.6%,59.9%,38.6%,49.1%,0.96,SF (St. Brieuc)
2015,5,2,3,40.0%,5-7,41.7%,53-63,45.7%,1-0,100.0%,5,70.2%,20.7%,5.7%,2.6%,61.6%,64.9%,45.6%,57.5%,37.6%,47.7%,0.88,R16 (2x)
2014,6,3,3,50.0%,8-6,57.1%,72-58,55.4%,2-1,66.7%,6,76.2%,34.4%,4.3%,3.5%,64.1%,71.4%,46.2%,62.3%,43.6%,52.6%,1.16,QF (Banja Luka)
2012,6,2,4,33.3%,4-9,30.8%,55-73,43.0%,1-1,50.0%,6,66.1%,20.3%,5.1%,8.1%,53.2%,65.6%,46.4%,56.6%,34.0%,46.5%,0.78,R16 (2x)
Career,132,61,71,46.2%,145-157,48.0%,1403-1486,48.6%,25-15,62.5%,132,73.0%,23.6%,5.9%,3.6%,59.5%,69.0%,47.4%,60.2%,38.3%,49.3%,0.96,
