Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Barcelona CH F,L vs Hardt,83.3%,53.8%,5.1%,2/2,2.23,1.2%,84.4%,60.5%,4.4%,2.21,1.4%,96.4%,44.4%,7.1%,2.31,0.0%
2023 US Open R64,L vs Djokovic,75.0%,33.3%,9.7%,5/2,2.19,3.1%,69.0%,34.5%,9.5%,2.27,4.4%,83.3%,32.0%,10.0%,2.03,0.0%
2023 Rome R32,L vs Medvedev,69.0%,38.8%,1.4%,1/0,2.42,1.5%,71.7%,39.4%,0.0%,2.40,2.0%,80.0%,37.5%,5.0%,2.47,0.0%
2023 Barcelona R32,L vs Bautista Agut,72.1%,38.7%,7.0%,1/2,-,7.9%,68.0%,35.3%,4.0%,-,11.1%,77.8%,42.9%,11.1%,-,0.0%
2023 Estoril R16,W vs Hurkacz,63.0%,54.0%,2.0%,2/0,2.46,4.3%,60.7%,45.9%,1.6%,2.52,4.3%,78.8%,65.4%,3.0%,2.28,4.0%
2023 Rio de Janeiro SF,L vs Norrie,66.7%,39.3%,2.4%,0/2,2.54,2.4%,55.6%,36.7%,1.9%,2.44,4.7%,92.9%,42.3%,3.6%,2.65,0.0%
2023 Buenos Aires SF,L vs Alcaraz,70.8%,44.1%,6.3%,3/0,2.43,2.3%,57.6%,47.4%,6.1%,2.22,3.7%,100.0%,40.0%,6.7%,2.78,0.0%
2023 Buenos Aires QF,W vs Cerundolo,79.0%,48.1%,10.0%,8/2,2.21,1.0%,75.7%,45.3%,5.7%,2.20,1.5%,96.3%,53.8%,22.2%,2.25,0.0%
2022 Roland Garros R16,L vs Zverev,75.8%,47.4%,3.9%,3/2,2.29,1.2%,74.7%,46.2%,3.4%,2.24,1.7%,97.0%,50.0%,6.1%,2.42,0.0%
2022 Barcelona R64,W vs Robredo,84.4%,65.8%,2.2%,1/0,2.19,8.6%,82.8%,66.7%,0.0%,2.28,11.1%,93.3%,64.3%,6.7%,2.09,5.9%
2021 US Open R128,W vs Lopez,47.7%,43.2%,1.9%,1/2,2.33,60.9%,43.8%,35.9%,2.2%,2.23,75.4%,70.0%,51.4%,2.0%,2.56,26.9%
2021 Barcelona R16,L vs Carreno Busta,88.7%,45.5%,1.6%,1/0,2.66,12.5%,91.1%,48.8%,2.2%,2.75,23.1%,87.5%,35.7%,0.0%,2.55,0.0%
2020 Cordenons CH F,W vs Alcaraz,85.9%,55.7%,4.2%,2/1,2.51,6.0%,87.0%,55.0%,2.2%,2.51,7.8%,91.3%,57.1%,8.7%,2.50,0.0%
2019 Hamburg CH F,L vs Van De Zandschulp,63.0%,45.1%,6.2%,3/2,2.28,5.1%,57.4%,37.1%,3.3%,2.40,8.2%,88.9%,62.5%,16.7%,2.07,0.0%
Career (14 matches),,70.9%,46.8%,4.4%,66.0%,2.36,8.9%,68.2%,45.6%,3.3%,2.35,11.6%,86.7%,48.9%,7.3%,2.38,2.9%
