Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Barcelona CH F,L vs Hardt,13.9%,21.8%,38.8%,20.8%,11.5%,21.8%,42.0%,20.5%,33.3%,78.6%,90.0%,23.8%,23.8%,25.0%,53
2023 US Open R64,L vs Djokovic,16.3%,25.0%,43.1%,22.3%,18.2%,29.1%,46.7%,26.9%,81.5%,32.1%,28.6%,13.0%,17.4%,35.0%,14
2023 Rome R32,L vs Medvedev,12.8%,25.6%,53.8%,22.4%,12.3%,28.1%,62.0%,25.4%,80.6%,69.2%,75.0%,16.7%,22.2%,26.7%,39
2023 Barcelona R32,L vs Bautista Agut,11.1%,13.3%,39.5%,16.2%,10.0%,13.3%,33.3%,17.7%,50.0%,92.9%,100.0%,15.4%,15.4%,54.5%,29
2023 Estoril R16,W vs Hurkacz,17.8%,30.5%,59.6%,26.9%,20.7%,34.5%,62.3%,33.1%,56.4%,52.1%,71.4%,10.7%,21.4%,52.0%,-12
2023 Rio de Janeiro SF,L vs Norrie,16.3%,30.8%,59.5%,24.7%,25.9%,41.4%,69.8%,40.9%,70.0%,67.9%,100.0%,4.7%,18.6%,48.8%,-70
2023 Buenos Aires SF,L vs Alcaraz,12.2%,18.4%,37.2%,16.5%,15.6%,25.0%,40.7%,22.2%,62.5%,87.5%,100.0%,5.9%,5.9%,31.3%,-79
2023 Buenos Aires QF,W vs Cerundolo,16.9%,23.7%,55.7%,25.5%,18.8%,27.1%,59.4%,30.7%,48.6%,43.8%,25.0%,12.5%,15.6%,46.4%,-33
2022 Roland Garros R16,L vs Zverev,17.3%,23.1%,43.4%,19.8%,19.2%,24.7%,40.7%,22.7%,66.7%,60.5%,50.0%,14.3%,21.4%,50.0%,24
2022 Barcelona R64,W vs Robredo,22.9%,27.1%,61.1%,29.0%,34.5%,37.9%,68.4%,44.5%,42.9%,73.3%,100.0%,5.6%,11.1%,52.9%,-60
2021 US Open R128,W vs Lopez,37.1%,45.5%,62.1%,43.1%,40.2%,50.0%,57.4%,48.6%,52.3%,32.8%,50.0%,31.6%,36.8%,73.1%,32
2021 Barcelona R16,L vs Carreno Busta,12.5%,21.4%,37.5%,18.4%,18.8%,28.1%,34.6%,29.1%,70.6%,53.3%,100.0%,4.3%,13.0%,40.9%,-72
2020 Cordenons CH F,W vs Alcaraz,23.6%,33.7%,49.3%,30.9%,25.0%,35.3%,51.0%,34.6%,58.1%,35.1%,20.0%,20.0%,30.0%,43.8%,-7
2019 Hamburg CH F,L vs Van De Zandschulp,13.2%,19.8%,48.1%,21.8%,15.3%,25.4%,54.0%,28.5%,54.2%,45.7%,50.0%,9.4%,9.4%,37.9%,-79
Career (14 matches),,18.6%,27.4%,50.3%,25.6%,21.3%,31.5%,52.5%,31.4%,58.7%,54.1%,61.3%,13.6%,19.5%,45.4%,21
