Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,2,0,2,0.0%,2020,2024,R128,4,0.76,4.0%,2.8%,63.4%,61.7%,44.5%,55.4%,34.0%,45.9%,22.6%
Roland Garros,4,Clay,14,10,4,71.4%,6,3,3,50.0%,2021,2024,R16,14,1.14,2.3%,1.9%,68.7%,63.2%,55.4%,60.7%,44.8%,58.4%,53.7%
Wimbledon,4,Grass,11,7,4,63.6%,8,4,4,50.0%,2021,2024,R128,11,1.07,4.5%,2.7%,66.4%,67.8%,54.9%,63.5%,39.2%,67.9%,45.7%
US Open,4,Hard,9,4,5,44.4%,3,2,1,66.7%,2019,2023,R64,9,0.93,4.0%,3.4%,65.1%,64.9%,51.8%,60.3%,36.9%,47.6%,49.2%
Davis Cup,1,,2,1,1,50.0%,0,0,0,-,2023,2023,,2,1.06,2.5%,3.4%,66.1%,73.1%,50.0%,65.3%,36.7%,37.5%,62.5%
Montpellier,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2018,2026,R32,6,0.98,2.2%,3.2%,63.1%,63.5%,47.7%,57.7%,41.6%,47.7%,54.5%
Rome Masters,3,Clay,4,1,3,25.0%,2,0,2,0.0%,2020,2024,R32,4,0.90,1.1%,2.5%,67.4%,59.7%,48.7%,56.1%,39.7%,59.0%,44.1%
Madrid Masters,3,Clay,6,3,3,50.0%,3,1,2,33.3%,2021,2024,R16,6,0.99,3.6%,2.1%,71.7%,62.9%,50.0%,59.3%,40.1%,64.9%,41.9%
Barcelona,4,Clay,12,8,4,66.7%,1,0,1,0.0%,2021,2024,R16,12,1.13,3.3%,2.8%,61.9%,62.2%,49.8%,57.5%,47.9%,56.0%,52.6%
Indian Wells Masters,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2024,R128,2,0.83,1.9%,4.5%,66.7%,51.0%,42.3%,48.1%,42.9%,42.9%,63.6%
Santiago,2,Clay,2,0,2,0.0%,0,0,0,-,2022,2024,R32,2,0.50,4.2%,6.3%,62.1%,49.2%,38.9%,45.3%,27.4%,30.8%,33.3%
