Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Barcelona CH F,L vs Hardt,0.0%,-,14.0%,44.0%,12.4%,13.0%,0.0%,10.9%,33.3%,1.2%,0.0%,-10,-34
2023 US Open R64,L vs Djokovic,0.0%,-,11.2%,64.7%,10.6%,17.6%,0.0%,5.1%,14.3%,0.9%,66.7%,-93,-89
2023 Rome R32,L vs Medvedev,0.0%,-,14.1%,52.4%,13.5%,20.5%,15.0%,5.6%,18.8%,2.4%,22.2%,-63,-65
2023 Barcelona R32,L vs Bautista Agut,0.0%,-,6.8%,50.0%,10.8%,13.3%,100.0%,4.2%,28.6%,1.1%,50.0%,33,-4
2023 Estoril R16,W vs Hurkacz,0.0%,-,8.7%,63.2%,13.4%,16.1%,33.3%,8.7%,50.0%,1.8%,28.6%,-40,-33
2023 Rio de Janeiro SF,L vs Norrie,0.0%,-,6.4%,66.7%,15.9%,23.1%,18.8%,10.2%,20.0%,2.3%,37.5%,15,-9
2023 Buenos Aires SF,L vs Alcaraz,0.0%,-,11.3%,54.5%,1.4%,0.0%,0.0%,5.7%,20.0%,0.0%,-,-85,-100
2023 Buenos Aires QF,W vs Cerundolo,0.0%,-,6.0%,69.2%,16.0%,19.0%,33.3%,7.5%,22.2%,2.6%,45.5%,-84,-90
2022 Roland Garros R16,L vs Zverev,0.0%,-,5.2%,66.7%,8.2%,11.9%,0.0%,3.8%,26.3%,0.8%,75.0%,-118,-108
2022 Barcelona R64,W vs Robredo,0.0%,-,11.8%,72.7%,14.0%,15.2%,12.5%,7.5%,40.0%,1.4%,0.0%,-26,-18
2021 US Open R128,W vs Lopez,0.0%,-,3.4%,60.0%,14.9%,20.6%,22.2%,14.7%,40.0%,0.3%,0.0%,-40,-6
2021 Barcelona R16,L vs Carreno Busta,0.0%,-,6.8%,75.0%,14.0%,21.4%,14.3%,2.5%,16.7%,0.0%,-,-44,-54
2020 Cordenons CH F,W vs Alcaraz,0.0%,-,8.8%,64.3%,13.9%,15.8%,12.5%,6.5%,16.7%,1.0%,33.3%,-32,-22
2019 Hamburg CH F,L vs Van De Zandschulp,0.0%,-,12.2%,81.0%,13.9%,22.0%,16.7%,1.9%,6.7%,0.6%,50.0%,-13,-46
Career (14 matches),,0.0%,-,8.5%,62.5%,12.8%,17.0%,15.5%,6.7%,24.5%,1.2%,34.5%,-48,-51
