Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,21,4,17,19.0%,14-34,29.2%,188-256,42.3%,2-4,33.3%,21,60.0%,24.8%,1.9%,3.5%,68.6%,59.4%,43.4%,54.4%,38.0%,46.3%,0.83,QF (Estoril)
2024,28,13,15,46.4%,29-31,48.3%,283-288,49.6%,3-6,33.3%,28,66.8%,32.9%,1.6%,2.3%,70.4%,62.3%,45.3%,57.3%,42.6%,50.1%,1.00,F (Barcelona)
2023,6,4,2,66.7%,9-5,64.3%,66-58,53.2%,0-0,-,6,67.2%,38.3%,1.4%,3.5%,65.0%,61.2%,45.7%,55.8%,45.4%,50.9%,1.03,F (Iasi)
2022,26,18,8,69.2%,41-19,68.3%,330-238,58.1%,4-5,44.4%,26,74.4%,41.3%,3.0%,2.9%,65.6%,66.6%,51.1%,61.3%,46.3%,53.8%,1.20,W (Meerbusch)
2021,27,18,9,66.7%,37-22,62.7%,296-239,55.3%,3-2,60.0%,27,77.7%,32.1%,3.3%,2.4%,64.6%,67.6%,54.4%,62.9%,41.6%,52.3%,1.12,W (2x)
2020,30,20,10,66.7%,40-24,62.5%,338-254,57.1%,3-2,60.0%,30,73.1%,41.3%,2.7%,2.2%,69.9%,65.0%,49.9%,60.5%,45.3%,53.0%,1.15,W (Cordenons)
2019,66,37,29,56.1%,84-69,54.9%,750-724,50.9%,16-8,66.7%,66,71.2%,29.5%,2.6%,3.7%,62.5%,64.6%,49.5%,59.0%,40.0%,49.8%,0.98,F (Hamburg)
2018,38,14,24,36.8%,34-52,39.5%,369-428,46.3%,2-5,28.6%,38,69.1%,23.5%,3.0%,3.6%,63.5%,62.8%,48.5%,57.6%,36.3%,47.4%,0.86,SF (Bangkok)
2017,14,5,9,35.7%,14-17,45.2%,139-146,48.8%,1-3,25.0%,14,72.4%,23.7%,3.3%,3.4%,66.8%,64.6%,46.8%,58.7%,36.7%,48.3%,0.89,R16 (5x)
2016,3,2,1,66.7%,4-3,57.1%,38-30,55.9%,0-1,0.0%,3,75.8%,38.2%,1.7%,1.7%,70.2%,62.3%,53.5%,59.7%,42.3%,51.3%,1.05,QF (Casablanca)
Career,259,135,124,52.1%,306-276,52.6%,2797-2661,51.2%,34-36,48.6%,259,70.7%,31.4%,2.6%,3.1%,65.7%,64.1%,49.0%,58.9%,41.0%,50.2%,1.00,
