Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),491,88,355,1416,345,1368,285,1411,,,,,,
2025,451,102,343,1421,337,1374,276,1414,,,,,,
2024,272,194,229,1519,259,1453,192,1510,182,1476,,,,
2023,80,715,104,1689,146,1558,57,1712,106,1565,,,,
2022,72,712,92,1713,122,1604,61,1707,63,1645,,,,
2021,124,586,106,1681,129,1584,70,1687,94,1579,,,,
2020,150,436,136,1603,178,1489,110,1593,,,888,32,,
2019,200,252,174,1578,191,1506,153,1539,,,862,32,,
2018,266,153,310,1392,329,1308,268,1389,231,1363,507,33,,
2017,304,163,305,1401,316,1333,272,1382,,,1092,23,,
2016,410,106,,,,,,,,,1250,16,,
2015,597,54,,,,,,,,,820,50,,
2014,970,13,,,,,,,,,1365,12,,
