Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,74,33,41,44.6%,76-107,41.5%,814-936,46.5%,14-12,53.8%,73,72.4%,20.6%,5.7%,3.7%,59.1%,68.3%,47.6%,59.8%,35.8%,48.1%,0.89
Clay,11,1,10,9.1%,7-20,25.9%,118-152,43.7%,2-2,50.0%,9,72.6%,13.9%,2.4%,3.5%,60.9%,66.2%,49.0%,59.5%,31.7%,46.2%,0.78
Grass,18,8,10,44.4%,21-27,43.8%,232-242,48.9%,3-3,50.0%,18,77.5%,20.2%,4.9%,3.1%,59.5%,71.4%,50.2%,62.8%,37.7%,50.0%,1.01
Grand Slams,19,7,12,36.8%,27-41,39.7%,298-339,46.8%,3-4,42.9%,19,73.0%,20.0%,5.9%,4.0%,59.6%,69.4%,46.4%,60.1%,35.7%,48.3%,0.89
Masters,19,8,11,42.1%,17-25,40.5%,192-227,45.8%,3-3,50.0%,19,71.7%,20.2%,4.5%,3.6%,60.2%,67.1%,48.9%,59.8%,36.5%,48.2%,0.91
Other Tours,64,27,37,42.2%,59-86,40.7%,660-751,46.8%,13-10,56.5%,62,74.2%,19.7%,5.1%,3.4%,59.0%,68.8%,48.9%,60.7%,35.7%,48.3%,0.91
Best of 5,19,7,12,36.8%,27-41,39.7%,298-339,46.8%,3-4,42.9%,19,73.0%,20.0%,5.9%,4.0%,59.6%,69.4%,46.4%,60.1%,35.7%,48.3%,0.89
Best of 3,84,35,49,41.7%,77-113,40.5%,866-991,46.6%,16-13,55.2%,81,73.6%,19.8%,5.0%,3.5%,59.3%,68.4%,48.9%,60.5%,35.9%,48.3%,0.91
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,90.0%,0.0%,3.9%,1.3%,57.9%,68.2%,62.5%,65.8%,23.5%,45.8%,0.69
Quarter-finals,7,1,6,14.3%,3-13,18.8%,61-90,40.4%,1-0,100.0%,7,71.2%,10.4%,4.3%,3.2%,56.8%,69.0%,44.3%,58.3%,31.8%,44.9%,0.76
vs Righties,87,35,52,40.2%,87-131,39.9%,984-1137,46.4%,19-14,57.6%,84,72.8%,19.7%,5.1%,3.6%,59.2%,68.0%,48.3%,60.0%,35.5%,48.0%,0.89
vs Lefties,15,6,9,40.0%,16-23,41.0%,174-190,47.8%,0-3,0.0%,15,76.5%,19.1%,5.2%,3.4%,60.2%,71.8%,47.6%,62.2%,36.9%,49.5%,0.98
vs Top 10,12,1,11,8.3%,3-28,9.7%,98-185,34.6%,1-3,25.0%,12,65.5%,4.3%,4.3%,3.0%,60.5%,63.9%,43.9%,56.0%,26.2%,42.0%,0.59
