Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R128,W vs Mannarino,3.5%,100.0%,11.0%,88.9%,15.3%,20.0%,0.0%,17.5%,40.0%,1.0%,0.0%,8,27
2025 Miami R64,L vs Djokovic,8.2%,80.0%,14.3%,62.5%,9.5%,17.4%,0.0%,7.4%,20.0%,0.5%,0.0%,-31,-70
2024 Brisbane R32,L vs Djokovic,0.0%,-,7.9%,50.0%,10.2%,11.8%,0.0%,6.1%,0.0%,2.1%,33.3%,-77,-38
2024 Newport R32,L vs Mcdonald,3.2%,33.3%,17.8%,64.7%,23.6%,18.9%,0.0%,14.5%,40.0%,0.0%,-,44,6
2024 Queens Club QF,L vs Korda,3.5%,100.0%,6.2%,58.3%,12.3%,18.9%,0.0%,7.7%,25.0%,1.5%,40.0%,-92,-67
2024 Australian Open R128,L vs Struff,0.7%,100.0%,4.7%,68.8%,20.7%,28.3%,22.2%,11.1%,36.4%,0.7%,33.3%,-42,-5
2024 Brisbane QF,L vs Dimitrov,11.3%,66.7%,13.1%,64.3%,13.2%,26.1%,0.0%,7.1%,16.7%,0.8%,100.0%,38,58
2024 Brisbane R16,W vs Machac,3.2%,33.3%,10.8%,52.4%,18.8%,31.3%,0.0%,9.3%,35.7%,0.4%,0.0%,26,14
2024 Brisbane R32,W vs Kokkinakis,1.6%,100.0%,5.4%,85.7%,24.3%,30.8%,22.2%,0.0%,0.0%,0.7%,0.0%,5,-9
2023 US Open R16,L vs Tiafoe,7.9%,85.7%,17.5%,63.0%,14.1%,26.1%,0.0%,8.7%,15.4%,0.0%,-,45,9
2023 US Open R32,W vs Zhang,6.5%,42.9%,11.8%,66.7%,12.9%,13.8%,14.3%,10.9%,41.2%,0.5%,0.0%,-12,-4
2023 Cary CH QF,L vs Walton,8.0%,50.0%,16.8%,70.6%,9.4%,29.4%,0.0%,9.6%,33.3%,6.6%,38.5%,-21,-38
2023 Australian Open R64,L vs Tsitsipas,11.3%,50.0%,11.0%,57.1%,6.1%,4.8%,0.0%,7.8%,30.8%,0.0%,-,-25,-23
2022 Los Cabos R16,L vs Medvedev,18.3%,81.8%,16.4%,73.7%,8.4%,23.8%,0.0%,0.0%,0.0%,3.0%,28.6%,-70,-64
Career (14 matches),,5.6%,68.3%,11.1%,66.0%,14.6%,21.2%,5.0%,9.6%,29.3%,1.1%,30.0%,-17,-14
