Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open Q3,W vs Lee,24.3%,30.4%,60.8%,31.7%,40.2%,66.1%,50.0%,45.2%,55.6%,10.0%,10.0%,44.4%,28.6%,53.8%,50.0%,-49
2025 Chennai R32,W vs Lew Yan Foon,28.8%,33.9%,51.4%,40.7%,44.4%,62.5%,58.3%,46.7%,-,22.2%,29.6%,42.9%,21.4%,46.2%,0.0%,85
2025 Roland Garros Q1,L vs Klimovicova,22.1%,29.4%,51.0%,31.0%,40.5%,62.1%,30.0%,27.3%,50.0%,8.3%,12.5%,36.4%,38.5%,0.0%,0.0%,-30
2025 Rouen R16,L vs Danilovic,23.2%,30.5%,39.0%,29.4%,39.2%,41.7%,72.0%,42.3%,40.0%,14.8%,18.5%,34.8%,38.5%,28.6%,0.0%,30
2025 Miami R32,L vs Linette,26.6%,31.6%,45.3%,39.1%,45.7%,50.0%,43.5%,34.8%,75.0%,10.7%,14.3%,40.0%,20.0%,38.9%,33.3%,-14
2025 Miami Q2,W vs Siegemund,28.8%,38.5%,64.7%,32.4%,43.2%,72.0%,50.0%,47.4%,33.3%,25.0%,33.3%,44.4%,0.0%,12.5%,100.0%,111
2024 ITF Vitoria Gasteiz QF,L vs Jimenez Kasintseva,13.9%,20.8%,50.9%,13.6%,25.0%,52.6%,56.0%,15.8%,0.0%,17.4%,17.4%,47.4%,50.0%,6.7%,0.0%,52
2023 Guangzhou R32,L vs Tauson,12.1%,22.7%,51.8%,10.0%,25.0%,58.3%,52.6%,28.6%,60.0%,16.7%,20.8%,40.0%,25.0%,18.8%,-,-11
2023 Birmingham QF,L vs Krejcikova,32.0%,40.0%,35.5%,40.6%,53.1%,36.8%,44.4%,21.4%,0.0%,20.0%,20.0%,33.3%,33.3%,11.1%,0.0%,73
2023 Roland Garros R128,L vs Pavlyuchenkova,20.8%,22.9%,37.0%,29.6%,33.3%,36.8%,18.2%,50.0%,50.0%,20.0%,20.0%,37.5%,14.3%,33.3%,0.0%,-9
2023 Charleston R64,W vs Teichmann,14.9%,19.5%,52.3%,20.0%,25.5%,61.4%,28.0%,26.7%,0.0%,8.7%,13.0%,33.3%,14.3%,12.5%,25.0%,-47
2023 Australian Open R16,L vs Vekic,20.8%,25.0%,52.2%,25.7%,31.4%,65.4%,52.9%,27.8%,100.0%,23.1%,26.9%,35.0%,9.1%,20.0%,0.0%,68
2023 Australian Open R32,W vs Vondrousova,16.3%,18.4%,53.5%,18.5%,20.0%,54.7%,48.5%,31.3%,83.3%,18.2%,22.7%,50.0%,10.0%,16.7%,0.0%,21
2023 Auckland R32,L vs Raducanu,25.9%,32.4%,42.3%,31.1%,40.5%,51.0%,53.7%,33.3%,37.5%,15.6%,15.6%,25.9%,75.0%,20.8%,0.0%,-33
2022 Guadalajara R64,L vs Stephens,14.7%,20.6%,26.9%,21.1%,26.3%,26.7%,37.5%,27.3%,-,8.3%,16.7%,27.3%,25.0%,50.0%,100.0%,-42
2022 Seoul R32,L vs Wickmayer,24.4%,31.1%,37.5%,52.6%,52.6%,22.2%,40.0%,44.4%,0.0%,6.3%,25.0%,46.7%,71.4%,22.2%,0.0%,-74
2022 Chennai F,W vs Linette,19.4%,27.2%,56.3%,20.3%,32.8%,66.7%,37.5%,25.0%,0.0%,19.4%,19.4%,37.9%,42.9%,4.5%,0.0%,-11
2022 Chennai R16,W vs Peterson,27.7%,40.4%,62.5%,40.7%,63.0%,81.3%,44.4%,44.4%,0.0%,11.1%,11.1%,43.8%,18.2%,57.1%,-,-104
2022 US Open R64,L vs Muguruza,14.6%,19.5%,42.3%,23.8%,28.6%,31.3%,55.6%,41.7%,50.0%,9.1%,18.2%,60.0%,14.3%,0.0%,-,-61
2022 ITF Cordenons R16,W vs Brancaccio,11.8%,14.3%,48.8%,12.3%,16.9%,52.6%,46.2%,23.1%,20.0%,17.1%,17.1%,41.4%,15.0%,33.3%,0.0%,22
Last 52 Weeks (4 matches),,24.4%,30.9%,51.1%,32.2%,40.6%,58.4%,52.6%,41.0%,50.0%,14.3%,18.4%,39.3%,31.9%,33.3%,12.5%,13
Career (28 matches),,21.1%,27.1%,49.3%,26.5%,34.7%,54.8%,47.6%,35.4%,44.3%,16.1%,19.1%,39.7%,28.9%,25.2%,15.5%,29
