Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,3,4,42.9%,9-8,52.9%,92-84,52.3%,1-3,25.0%,7,66.7%,37.6%,3.6%,5.6%,61.1%,63.5%,43.0%,55.6%,45.9%,50.8%,1.03,QF (Ostrava)
2025,10,4,6,40.0%,10-14,41.7%,112-115,49.3%,0-2,0.0%,10,61.4%,37.8%,4.1%,7.0%,58.1%,64.3%,38.6%,53.6%,44.7%,49.2%,0.96,R16 (2x)
2024,12,3,9,25.0%,11-18,37.9%,126-146,46.3%,0-3,0.0%,12,60.0%,32.8%,3.3%,5.4%,60.9%,63.0%,41.4%,54.6%,42.4%,48.6%,0.93,R16 (3x)
2023,37,16,21,43.2%,39-47,45.3%,368-404,47.7%,2-3,40.0%,37,58.8%,36.3%,3.9%,8.5%,62.5%,64.4%,36.5%,54.0%,44.0%,49.2%,0.96,SF (Ningbo)
2022,18,10,8,55.6%,20-21,48.8%,180-187,49.0%,0-1,0.0%,18,63.4%,35.5%,2.8%,6.7%,62.0%,64.4%,41.0%,55.5%,43.7%,49.6%,0.98,W (Chennai)
2021,5,3,2,60.0%,5-5,50.0%,54-49,52.4%,0-2,0.0%,5,55.4%,51.9%,2.3%,11.3%,61.2%,63.0%,36.5%,52.7%,50.4%,51.5%,1.07,QF (Charleston 2)
2020,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,3.8%,2.5%,51.2%,63.4%,43.6%,53.8%,37.1%,46.0%,0.80,R32 (Prague)
Career,90,39,51,43.3%,94-115,45.0%,939-998,48.5%,3-14,17.6%,90,60.7%,36.6%,3.5%,7.3%,61.4%,64.0%,39.0%,54.4%,44.3%,49.4%,0.97,
