Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open Q3,W vs Lee,73.4%,50.7%,6.4%,2/4,2.52,5.4%,68.3%,53.7%,3.3%,2.42,7.1%,90.3%,46.4%,12.9%,2.83,0.0%
2025 Chennai R32,W vs Lew Yan Foon,76.6%,66.7%,2.1%,0/1,2.48,8.1%,74.1%,70.0%,0.0%,2.54,18.8%,88.9%,62.5%,5.6%,2.44,0.0%
2025 Roland Garros Q1,L vs Klimovicova,72.3%,38.3%,6.2%,2/2,2.27,5.9%,66.7%,41.7%,0.0%,2.23,10.3%,85.2%,34.8%,14.8%,2.33,0.0%
2025 Rouen R16,L vs Danilovic,78.9%,49.3%,3.2%,2/1,2.42,5.1%,83.6%,39.1%,1.8%,2.63,8.3%,87.9%,65.5%,6.1%,2.10,0.0%
2025 Miami R32,L vs Linette,76.7%,42.9%,6.8%,4/1,2.62,1.9%,73.7%,50.0%,5.3%,2.71,3.6%,90.3%,35.7%,9.7%,2.53,0.0%
2025 Miami Q2,W vs Siegemund,84.1%,54.1%,2.3%,0/1,2.06,44.1%,90.0%,55.6%,0.0%,2.06,52.0%,90.9%,50.0%,9.1%,2.08,22.2%
2024 ITF Vitoria Gasteiz QF,L vs Jimenez Kasintseva,74.4%,45.9%,4.9%,3/1,2.49,0.0%,83.6%,39.1%,3.6%,2.46,0.0%,88.2%,66.7%,11.8%,2.56,0.0%
2023 Guangzhou R32,L vs Tauson,73.1%,46.9%,7.5%,4/1,2.49,7.1%,73.8%,54.8%,2.4%,2.44,11.1%,81.8%,33.3%,18.2%,2.58,0.0%
2023 Birmingham QF,L vs Krejcikova,69.8%,20.0%,9.3%,1/3,3.16,32.3%,64.0%,25.0%,12.0%,3.24,52.6%,82.4%,14.3%,5.9%,3.05,0.0%
2023 Roland Garros R128,L vs Pavlyuchenkova,83.3%,37.1%,7.1%,1/2,2.93,3.7%,82.8%,25.0%,3.4%,2.79,5.3%,91.7%,63.6%,16.7%,3.28,0.0%
2023 Charleston R64,W vs Teichmann,81.9%,61.0%,4.2%,3/0,2.52,6.2%,94.9%,51.4%,0.0%,2.64,9.1%,81.5%,77.3%,11.1%,2.28,0.0%
2023 Australian Open R16,L vs Vekic,76.5%,50.8%,7.1%,5/1,2.84,4.3%,77.1%,62.2%,2.1%,2.63,3.8%,87.5%,35.7%,15.6%,3.11,5.0%
2023 Australian Open R32,W vs Vondrousova,77.3%,52.9%,8.0%,2/5,2.52,31.0%,77.0%,51.1%,4.9%,2.44,41.5%,100.0%,57.1%,19.0%,2.74,0.0%
2023 Auckland R32,L vs Raducanu,77.0%,50.7%,11.5%,5/5,-,3.8%,73.7%,47.6%,5.3%,-,5.9%,89.3%,56.0%,25.0%,-,0.0%
2022 Guadalajara R64,L vs Stephens,65.0%,30.8%,2.5%,1/0,2.33,11.5%,64.5%,30.0%,0.0%,2.37,13.3%,85.7%,33.3%,14.3%,2.28,9.1%
2022 Seoul R32,L vs Wickmayer,86.8%,42.4%,5.9%,3/1,2.54,0.0%,90.2%,27.0%,7.3%,2.12,0.0%,88.0%,68.2%,4.0%,2.79,0.0%
2022 Chennai F,W vs Linette,84.8%,41.8%,8.9%,6/1,2.40,3.8%,77.3%,29.4%,0.0%,2.57,5.9%,94.3%,54.5%,20.0%,2.10,0.0%
2022 Chennai R16,W vs Peterson,78.3%,59.6%,6.7%,3/1,2.50,9.4%,78.1%,60.0%,3.1%,2.56,18.8%,84.6%,59.1%,11.5%,2.45,0.0%
2022 US Open R64,L vs Muguruza,78.2%,41.9%,3.6%,1/1,2.60,0.0%,74.3%,38.5%,2.9%,2.45,0.0%,89.5%,47.1%,5.3%,2.85,0.0%
2022 ITF Cordenons R16,W vs Brancaccio,82.0%,54.1%,2.3%,1/2,2.37,10.7%,88.3%,54.9%,1.0%,2.50,10.9%,81.8%,50.0%,9.1%,2.11,10.3%
Last 52 Weeks (4 matches),,75.4%,50.2%,4.7%,42.9%,2.43,5.9%,73.6%,48.9%,1.7%,2.45,9.5%,88.1%,52.1%,10.1%,2.40,0.0%
Career (28 matches),,76.6%,49.1%,6.1%,60.3%,2.49,8.5%,77.4%,46.9%,3.1%,2.49,12.5%,87.6%,52.8%,12.9%,2.49,1.6%
