Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open Q3,W vs Lee,0.0%,-,6.7%,85.7%,10.8%,14.4%,0.0%,2.7%,8.3%,0.6%,33.3%,-97,-48
2025 Chennai R32,W vs Lew Yan Foon,0.0%,-,8.5%,88.9%,12.0%,23.1%,100.0%,6.5%,50.0%,2.6%,50.0%,-52,12
2025 Roland Garros Q1,L vs Klimovicova,0.0%,-,8.3%,72.7%,16.5%,22.5%,80.0%,6.6%,13.3%,2.4%,16.7%,-74,-61
2025 Rouen R16,L vs Danilovic,0.0%,-,6.2%,72.7%,12.3%,21.7%,0.0%,5.8%,15.0%,0.5%,50.0%,-123,-83
2025 Miami R32,L vs Linette,0.0%,-,3.9%,83.3%,8.0%,11.1%,0.0%,7.7%,20.0%,0.3%,0.0%,-117,-73
2025 Miami Q2,W vs Siegemund,0.0%,-,11.5%,81.8%,10.5%,14.3%,0.0%,12.2%,25.0%,0.0%,-,-71,-23
2024 ITF Vitoria Gasteiz QF,L vs Jimenez Kasintseva,0.0%,-,3.2%,60.0%,7.6%,9.4%,10.7%,8.5%,7.1%,0.3%,0.0%,-107,-98
2023 Guangzhou R32,L vs Tauson,0.0%,-,6.0%,75.0%,18.5%,24.3%,0.0%,6.2%,20.0%,1.3%,33.3%,-23,-56
2023 Birmingham QF,L vs Krejcikova,0.0%,-,2.2%,50.0%,9.4%,5.0%,0.0%,13.8%,30.8%,2.3%,33.3%,-75,-11
2023 Roland Garros R128,L vs Pavlyuchenkova,0.0%,-,3.3%,33.3%,4.5%,0.0%,100.0%,0.0%,0.0%,2.2%,33.3%,-107,-12
2023 Charleston R64,W vs Teichmann,0.0%,-,5.7%,66.7%,7.3%,15.4%,2.9%,7.5%,10.0%,1.4%,0.0%,-97,-68
2023 Australian Open R16,L vs Vekic,0.0%,-,5.1%,87.5%,15.7%,22.9%,0.0%,7.1%,30.8%,0.4%,0.0%,-119,-64
2023 Australian Open R32,W vs Vondrousova,0.0%,-,13.4%,68.0%,8.5%,17.2%,0.0%,7.5%,13.0%,0.9%,25.0%,-65,-60
2023 Auckland R32,L vs Raducanu,0.0%,-,1.5%,100.0%,12.5%,0.0%,0.0%,3.7%,0.0%,0.8%,66.7%,-98,-85
2022 Guadalajara R64,L vs Stephens,0.0%,-,2.7%,50.0%,2.6%,0.0%,0.0%,2.2%,0.0%,3.3%,0.0%,-82,-73
2022 Seoul R32,L vs Wickmayer,0.0%,-,3.5%,50.0%,17.8%,23.1%,0.0%,5.1%,0.0%,1.4%,0.0%,-55,13
2022 Chennai F,W vs Linette,0.0%,-,5.5%,70.0%,11.1%,23.6%,100.0%,12.4%,36.0%,1.6%,42.9%,-61,-60
2022 Chennai R16,W vs Peterson,0.0%,-,3.7%,50.0%,21.5%,18.2%,0.0%,13.2%,26.7%,1.0%,50.0%,-53,-38
2022 US Open R64,L vs Muguruza,0.0%,-,2.1%,0.0%,6.5%,20.0%,0.0%,7.1%,40.0%,1.1%,0.0%,-80,-20
2022 ITF Cordenons R16,W vs Brancaccio,0.0%,-,19.0%,56.3%,10.3%,13.9%,10.0%,4.4%,12.1%,0.3%,0.0%,-117,-97
Last 52 Weeks (4 matches),,0.0%,-,7.2%,80.0%,12.4%,18.1%,22.7%,4.9%,15.7%,1.2%,33.3%,-95,-52
Career (28 matches),,0.1%,100.0%,6.3%,69.5%,10.7%,16.6%,11.4%,6.8%,18.0%,1.0%,27.5%,-83,-56
