Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,6,7,46.2%,16-15,51.6%,163-144,53.1%,1-4,20.0%,13,68.6%,37.6%,4.1%,6.0%,59.0%,65.3%,42.6%,56.0%,45.0%,50.6%,1.02
Clay,3,1,2,33.3%,3-5,37.5%,35-43,44.9%,0-1,0.0%,3,46.2%,44.7%,3.6%,6.9%,62.1%,59.1%,31.9%,48.8%,48.9%,48.8%,0.95
Grass,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.2%,9.8%,57.3%,61.7%,37.1%,51.2%,32.8%,43.6%,0.67
Grand Slams,3,1,2,33.3%,3-4,42.9%,33-35,48.5%,0-0,-,3,55.9%,38.2%,3.4%,7.9%,58.9%,64.1%,34.9%,52.1%,46.0%,49.2%,0.96
Premiers,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,54.5%,36.4%,4.9%,8.5%,58.5%,50.0%,41.2%,46.3%,44.4%,45.3%,0.83
Internationals,8,4,4,50.0%,11-9,55.0%,101-93,52.1%,1-2,33.3%,8,66.0%,38.3%,3.8%,5.5%,60.2%,65.5%,41.6%,55.9%,45.5%,50.8%,1.03
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,44.4%,12.5%,8.3%,6.3%,60.4%,58.6%,31.6%,47.9%,26.8%,38.2%,0.52
vs Righties,11,4,7,36.4%,10-16,38.5%,124-137,47.5%,1-4,20.0%,11,62.3%,33.3%,4.0%,6.9%,59.6%,62.9%,39.8%,53.6%,43.7%,48.7%,0.94
vs Lefties,4,2,2,50.0%,6-4,60.0%,54-43,55.7%,0-1,0.0%,4,67.3%,44.7%,3.6%,4.3%,62.3%,65.9%,43.5%,57.4%,47.3%,52.5%,1.11
