Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Collins,85.4,88.7,9.1,95.6,78.0,104,76,74.4,3.3,73.0,,82,71
2022 US Open R64,L vs Muguruza,91.7,97.7,7.0,101.0,98.2,106,82,80.3,3.4,84.0,,86,73
2022 US Open R128,W vs Wang,89.0,96.6,6.3,98.2,90.6,104,81,77.9,4.1,79.8,79.7,83,68
Career (3 matches),,88.8,94.6,7.3,98.5,88.6,106,76,78.0,3.8,79.3,79.7,86,68
