Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open Q3,W vs Lee,37,36,1.0,17.7%,17.2%,28,23,1.2,16.1%,13.2%,14.9%,0.6%,1.0,18.2%,19.1%
2025 Chennai R32,W vs Lew Yan Foon,8,13,0.6,7.5%,12.3%,6,8,0.8,6.5%,8.6%,3.2%,3.2%,0.8,18.9%,23.6%
2025 Roland Garros Q1,L vs Klimovicova,24,16,1.5,18.0%,12.0%,21,14,1.5,17.8%,11.9%,16.1%,1.7%,1.5,22.6%,15.0%
2025 Rouen R16,L vs Danilovic,18,23,0.8,10.2%,13.0%,15,19,0.8,9.3%,11.8%,5.6%,3.7%,1.2,26.0%,22.0%
2025 Miami R32,L vs Linette,14,22,0.6,9.2%,14.5%,9,17,0.5,6.6%,12.5%,4.4%,2.2%,1.2,24.3%,20.4%
2025 Miami Q2,W vs Siegemund,13,12,1.1,13.5%,12.5%,10,9,1.1,11.6%,10.5%,7.0%,4.7%,0.6,13.5%,22.9%
2024 W100 Vitoria - Gasteiz QF,L vs Jimenez Kasintseva,7,24,0.3,4.9%,16.7%,6,20,0.3,4.5%,15.0%,2.3%,2.3%,0.7,18.8%,28.5%
2023 Guangzhou R32,L vs Tauson,23,22,1.0,17.3%,16.5%,22,20,1.1,17.7%,16.1%,11.3%,4.8%,1.0,22.6%,23.3%
2023 US Open R128,L vs Collins,4,9,0.4,5.7%,12.9%,4,6,0.7,6.6%,9.8%,3.3%,1.6%,3.6,35.7%,10.0%
2023 Wimbledon R128,L vs Martic,22,25,0.9,11.7%,13.3%,21,18,1.2,12.7%,10.8%,9.0%,3.6%,1.3,26.6%,20.2%
2023 Birmingham QF,L vs Krejcikova,8,16,0.5,8.6%,17.2%,6,13,0.5,7.4%,16.0%,2.5%,4.9%,2.7,25.8%,9.7%
2023 Roland Garros R128,L vs Pavlyuchenkova,8,18,0.4,8.9%,20.0%,7,7,1.0,9.1%,9.1%,2.6%,5.2%,2.4,28.9%,12.2%
2023 Charleston R64,W vs Teichmann,22,30,0.7,13.8%,18.9%,21,21,1.0,14.8%,14.8%,8.5%,6.3%,0.6,18.9%,32.1%
2023 Australian Open R16,L vs Vekic,21,22,1.0,13.4%,14.0%,14,11,1.3,11.0%,8.7%,8.7%,2.4%,1.0,25.5%,26.1%
2023 Australian Open R32,W vs Vondrousova,38,38,1.0,20.4%,20.4%,34,27,1.3,21.1%,16.8%,7.5%,11.8%,0.8,18.8%,23.7%
2023 Auckland R32,L vs Raducanu,23,25,0.9,11.8%,12.8%,18,23,0.8,9.7%,12.4%,7.0%,2.7%,0.9,22.6%,26.2%
2022 Guadalajara 2 R64,L vs Stephens,2,18,0.1,2.8%,25.0%,2,15,0.1,3.0%,22.7%,1.5%,0.0%,1.2,23.6%,19.4%
2022 Seoul R32,L vs Wickmayer,12,22,0.5,10.6%,19.5%,6,12,0.5,6.5%,12.9%,5.4%,1.1%,2.2,19.5%,8.8%
2022 Chennai F,W vs Linette,25,29,0.9,13.7%,15.9%,24,26,0.9,13.7%,14.9%,7.4%,6.3%,1.5,26.4%,18.1%
2022 Chennai R16,W vs Peterson,13,6,2.2,12.6%,5.8%,12,6,2.0,12.4%,6.2%,8.2%,4.1%,1.2,22.3%,19.4%
Career (31 matches),,505,665,0.8,12.0%,15.8%,430,499,0.9,11.5%,13.3%,7.2%,4.0%,1.0,22.3%,22.6%
