Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,6,6,50.0%,14-14,50.0%,127-127,50.0%,2-0,100.0%,12,65.6%,34.6%,2.0%,5.2%,65.7%,62.1%,44.3%,56.0%,43.7%,49.8%,0.99,R16 (2x)
2025,38,17,21,44.7%,42-44,48.8%,393-404,49.3%,5-4,55.6%,38,62.0%,36.2%,2.9%,7.4%,61.1%,64.0%,42.2%,55.5%,44.0%,49.7%,0.99,SF (2x)
2024,52,26,26,50.0%,67-55,54.9%,598-553,52.0%,4-8,33.3%,51,63.5%,40.8%,2.5%,7.2%,62.0%,62.3%,44.5%,55.5%,45.7%,50.5%,1.03,SF (2x)
2023,39,21,18,53.8%,46-37,55.4%,418-390,51.7%,5-6,45.5%,39,63.4%,40.0%,3.4%,7.5%,62.6%,62.6%,44.1%,55.7%,45.3%,50.4%,1.02,W (2x)
2022,37,18,19,48.6%,40-44,47.6%,373-402,48.1%,4-3,57.1%,32,59.0%,37.1%,2.1%,7.0%,64.6%,59.0%,42.6%,53.2%,44.2%,48.8%,0.94,W (Portoroz)
2021,39,22,17,56.4%,52-43,54.7%,465-423,52.4%,8-3,72.7%,39,63.7%,40.0%,2.2%,7.7%,61.2%,63.3%,44.3%,55.9%,45.8%,50.8%,1.04,F (Bad Homburg)
2020,19,6,13,31.6%,14-28,33.3%,164-210,43.9%,2-0,100.0%,19,55.7%,31.0%,2.7%,4.8%,66.2%,57.3%,42.8%,52.4%,41.7%,47.0%,0.88,QF (Strasbourg)
2019,49,20,29,40.8%,49-66,42.6%,503-534,48.5%,5-5,50.0%,49,61.8%,35.9%,4.1%,4.3%,61.2%,61.8%,44.6%,55.1%,44.5%,49.8%,0.99,SF (2x)
2018,50,28,22,56.0%,66-57,53.7%,609-602,50.3%,11-8,57.9%,50,65.3%,34.9%,5.4%,5.0%,59.3%,64.5%,45.6%,56.8%,43.9%,50.2%,1.02,F (Shenzhen)
2017,48,24,24,50.0%,58-58,50.0%,534-547,49.4%,4-2,66.7%,48,63.5%,36.1%,3.0%,5.2%,62.6%,62.5%,42.9%,55.2%,43.8%,49.5%,0.98,W (2x)
2016,36,17,19,47.2%,41-44,48.2%,398-407,49.4%,3-2,60.0%,36,61.2%,37.2%,3.5%,5.3%,59.1%,62.5%,44.2%,55.0%,43.9%,49.6%,0.98,F (2x)
2015,33,13,20,39.4%,31-44,41.3%,334-366,47.7%,3-6,33.3%,26,60.4%,34.7%,2.3%,7.7%,66.2%,62.1%,49.0%,57.7%,41.8%,49.9%,0.99,SF (Prague)
2014,10,4,6,40.0%,10-13,43.5%,108-113,48.9%,2-2,50.0%,10,-,-,2.3%,5.9%,61.6%,62.0%,41.1%,54.0%,45.8%,49.8%,1.00,SF (Moscow)
2013,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,-,-,5.4%,11.8%,61.3%,56.1%,38.9%,49.5%,44.6%,47.3%,0.88,R128 (Miami)
Career,463,222,241,47.9%,531-549,49.2%,5036-5093,49.7%,58-49,54.2%,450,62.5%,37.1%,3.2%,6.2%,62.0%,62.3%,44.2%,55.4%,44.3%,49.8%,0.99,
