Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Keys,90.5,93.8,4.4,98.9,97.0,104,84,84.9,3.3,85.8,89.0,91,80
2023 US Open R128,L vs Kalinskaya,86.2,88.9,5.9,90.6,93.3,97,73,82.1,5.6,83.0,,90,69
2022 US Open R64,L vs Cornet,91.6,94.4,7.1,97.6,93.1,105,65,83.4,3.2,82.7,,89,76
2022 US Open R128,W vs Townsend,91.5,95.1,6.1,98.6,95.4,110,85,83.6,4.0,88.0,88.0,92,73
2021 US Open R64,L vs Sakkari,91.8,94.6,5.7,96.1,101.0,105,81,83.8,7.7,85.0,,108,74
2021 US Open R128,W vs Sevastova,94.6,99.4,4.8,100.8,95.0,109,90,83.2,5.0,80.0,,92,76
2021 Wimbledon R32,L vs Barty,94.4,98.5,5.0,101.2,97.5,110,83,88.3,4.7,96.0,90.0,101,79
2019 Wimbledon R64,L vs Konta,92.6,100.4,4.7,101.8,96.7,110,92,81.3,4.8,,,92,73
2019 Roland Garros R16,L vs Keys,92.2,96.3,4.2,,,104,88,83.9,4.6,,,95,77
2019 Roland Garros R32,W vs Osaka,92.2,96.8,4.8,,,108,86,81.8,4.2,,,93,76
2019 Roland Garros R64,W vs Sakkari,90.4,94.6,6.8,,,108,71,80.1,4.2,,,91,73
2018 US Open R32,L vs Tsurenko,93.1,99.3,6.2,101.3,91.4,107,78,76.7,4.5,,,83,69
2018 US Open R64,W vs Tomljanovic,86.7,95.0,6.3,97.1,92.5,108,85,75.6,3.6,74.5,79.5,84,68
2018 US Open R128,W vs Kontaveit,91.8,100.4,6.3,103.4,98.1,108,74,80.7,4.7,84.3,75.0,91,72
2018 Wimbledon R32,L vs Giorgi,94.1,97.9,4.8,101.3,96.5,109,82,84.7,3.8,87.1,87.0,94,76
2018 Wimbledon R128,W vs Vandeweghe,91.8,98.2,5.2,100.4,94.9,107,88,82.5,5.1,82.4,84.6,92,70
2017 US Open R128,L vs Svitolina,86.3,89.8,6.8,92.6,92.2,99,61,79.3,4.7,79.0,82.0,87,66
2016 US Open R64,L vs Garcia,89.9,93.8,4.5,,,103,83,83.6,2.7,,,89,77
2016 US Open R128,W vs Bouchard,92.2,96.7,4.2,98.1,93.0,105,87,81.3,3.9,80.3,87.5,88,75
2016 Wimbledon R32,L vs Radwanska,92.4,99.4,4.2,100.8,95.1,106,92,79.8,4.9,80.3,83.0,88,65
Career (22 matches),,91.2,96.1,5.5,99.5,94.9,110,61,81.9,4.4,82.9,85.1,108,65
