Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,10,8,2,80.0%,15-3,83.3%,101-57,63.9%,1-0,100.0%,9,80.8%,47.5%,1.3%,7.7%,61.0%,68.0%,48.2%,60.3%,48.8%,54.8%,1.23,W (Warsaw 125)
2024,5,5,0,100.0%,10-2,83.3%,66-39,62.9%,0-0,-,5,69.2%,56.6%,1.1%,4.4%,65.9%,64.3%,46.3%,58.2%,52.4%,55.3%,1.25,W (Lleida 125)
2022,8,7,1,87.5%,14-3,82.4%,95-49,66.0%,1-0,100.0%,3,67.9%,46.7%,1.1%,5.1%,72.6%,66.1%,47.9%,61.1%,49.5%,54.9%,1.27,W (W100 Grodzisk Mazowiecki)
2020,7,5,2,71.4%,12-7,63.2%,96-77,55.5%,0-1,0.0%,2,63.0%,40.7%,2.6%,4.6%,61.2%,65.0%,36.8%,54.1%,46.8%,50.9%,1.02,F (W100+H Dubai)
2018,2,1,1,50.0%,2-2,50.0%,22-19,53.7%,0-0,-,0,,,,,,,,,,,,R16 (Olomouc $80K)
2016,5,5,0,100.0%,10-3,76.9%,72-50,59.0%,2-0,100.0%,0,,,,,,,,,,,,W (Trnava $100K)
2015,8,6,2,75.0%,14-6,70.0%,111-102,52.1%,5-0,100.0%,0,,,,,,,,,,,,SF (2x)
2014,29,21,8,72.4%,46-21,68.7%,346-257,57.4%,1-2,33.3%,1,-,-,3.3%,3.3%,58.7%,48.1%,52.6%,50.0%,44.1%,46.8%,0.88,W (2x)
2013,47,36,11,76.6%,75-30,71.4%,553-398,58.1%,7-3,70.0%,0,,,,,,,,,,,,W (4x)
2012,7,4,3,57.1%,8-8,50.0%,76-66,53.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Prague 10K)
Career,128,98,30,76.6%,206-85,70.8%,1538-1114,58.0%,17-7,70.8%,20,73.0%,48.9%,1.5%,5.8%,63.6%,65.1%,46.3%,58.3%,49.3%,53.9%,1.18,
