Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,293,134,159,45.7%,322-355,47.6%,3128-3224,49.2%,40-32,55.6%,281,61.4%,37.1%,3.4%,6.4%,61.5%,62.2%,43.4%,55.0%,44.5%,49.7%,0.99
Clay,113,59,54,52.2%,141-129,52.2%,1265-1247,50.4%,14-11,56.0%,113,62.0%,38.7%,2.6%,5.8%,63.5%,61.3%,44.7%,55.3%,44.9%,50.1%,1.00
Grass,57,29,28,50.9%,68-65,51.1%,643-622,50.8%,4-6,40.0%,56,68.9%,33.9%,3.5%,5.9%,61.2%,65.1%,46.9%,58.0%,42.4%,50.1%,1.01
Grand Slams,75,30,45,40.0%,76-105,42.0%,812-910,47.2%,10-11,47.6%,75,62.7%,32.6%,2.9%,6.6%,61.5%,61.9%,44.1%,55.0%,42.2%,48.6%,0.94
Premiers,125,47,78,37.6%,123-170,42.0%,1311-1438,47.7%,16-14,53.3%,123,62.1%,33.4%,2.8%,5.8%,62.6%,62.0%,44.3%,55.3%,43.2%,49.3%,0.97
Internationals,179,105,74,58.7%,234-183,56.1%,2025-1877,51.9%,23-18,56.1%,169,62.8%,41.4%,3.7%,6.3%,62.4%,62.4%,44.9%,55.8%,45.7%,50.8%,1.03
Finals,10,5,5,50.0%,13-12,52.0%,117-126,48.1%,4-1,80.0%,9,55.9%,37.3%,2.9%,6.3%,63.5%,58.0%,40.6%,51.7%,44.5%,48.0%,0.92
Semi-finals,21,10,11,47.6%,25-21,54.3%,221-206,51.8%,0-3,0.0%,20,65.3%,37.1%,3.9%,5.5%,64.2%,64.3%,43.8%,57.0%,43.2%,50.3%,1.00
Quarter-finals,38,20,18,52.6%,47-42,52.8%,415-423,49.5%,6-1,85.7%,36,63.7%,34.5%,3.4%,6.4%,62.0%,64.0%,42.7%,56.0%,43.4%,49.7%,0.99
vs Righties,411,197,214,47.9%,467-490,48.8%,4443-4512,49.6%,49-45,52.1%,398,62.3%,37.1%,3.2%,6.1%,61.9%,62.0%,44.3%,55.3%,44.3%,49.8%,0.99
vs Lefties,48,21,27,43.8%,56-58,49.1%,538-551,49.4%,8-3,72.7%,48,63.0%,35.5%,3.3%,6.9%,62.6%,63.9%,43.1%,56.1%,43.8%,50.0%,1.00
vs Top 10,48,12,36,25.0%,35-76,31.5%,440-592,42.6%,7-3,70.0%,47,59.1%,25.3%,3.1%,6.1%,61.2%,62.3%,41.4%,54.2%,39.2%,46.7%,0.86
