Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Porto R32,L vs Da Silva Fick,86% (6/7),44% (4/9),1/1,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2019 W15 Madrid R32,W vs Mikulskyte,75% (6/8),55% (6/11),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R32,L vs Muramatsu,62% (8/13),40% (2/5),1/2,0/0,50% (5/10),0/2,0/1,80% (4/5),50% (3/6)
2019 W25 Goyang QF,L vs Elie,60% (3/5),57% (4/7),0/0,0/0,14% (1/7),2/4,2/3,- (0/0),- (0/0)
2019 W25 Namangan R32,L vs Savinykh,60% (9/15),50% (5/10),1/1,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
2019 W25 Calvi R32,L vs Gervais,17% (1/6),0% (0/3),0/0,0/0,29% (2/7),2/4,2/3,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,L vs Maluniakova,57% (4/7),14% (1/7),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Chamarthi,55% (6/11),46% (6/13),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh SF,L vs Gilchrist,38% (6/16),88% (7/8),1/5,0/0,33% (4/12),0/2,0/1,43% (3/7),43% (3/7)
2019 W15 Sharm El Sheikh QF,W vs Kulikova,50% (6/12),50% (6/12),2/4,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Kwong,69% (9/13),67% (6/9),2/2,1/1,38% (3/8),0/1,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh QF,L vs Vdovenco,62% (8/13),40% (4/10),1/1,0/0,54% (7/13),2/4,2/3,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,W vs Pribylova,82% (9/11),27% (3/11),2/2,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Liu,67% (6/9),50% (6/12),2/2,1/1,91% (10/11),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Vlckova,42% (8/19),56% (5/9),1/2,0/0,62% (8/13),4/6,0/1,- (0/0),- (0/0)
2019 W25 Hong Kong QF,L vs Buyukakcay,88% (7/8),33% (1/3),0/1,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2019 W25 Hong Kong R16,W vs Jaksic,43% (6/14),60% (6/10),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R32,W vs Sutjiadi,61% (11/18),75% (6/8),2/3,1/2,45% (5/11),2/3,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R32,L vs Ozaki,58% (7/12),60% (3/5),1/1,0/0,60% (9/15),1/3,1/2,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R32,L vs So,60% (3/5),55% (6/11),0/0,0/0,47% (7/15),2/4,1/2,- (0/0),- (0/0)
2019 (19 matches),,58.1%,50.0%,65.7%,80.0%,52.4%,40.0%,38.9%,58.3%,46.2%
2017 (39 matches),,56.0%,48.9%,49.5%,47.9%,49.4%,52.4%,42.9%,51.6%,35.6%
2016 (34 matches),,60.5%,49.3%,49.5%,46.8%,56.9%,45.1%,47.8%,54.5%,41.3%
2015 (22 matches),,57.7%,53.0%,58.3%,65.2%,60.3%,52.6%,61.1%,47.6%,47.6%
2014 (5 matches),,62.3%,50.9%,70.0%,75.0%,50.9%,64.7%,83.3%,40.0%,56.3%
Career (125 matches),,57.8%,50.0%,53.8%,54.1%,53.6%,50.0%,53.2%,51.8%,42.3%
