Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 US Open R128,L vs Andreescu,24.7%,35.6%,34.8%,35.1%,48.6%,45.8%,45.5%,26.7%,0.0%,18.5%,29.6%,22.7%,0.0%,5.9%,0.0%,46
2022 Wimbledon R16,L vs Anisimova,29.3%,36.0%,30.8%,36.4%,47.7%,42.9%,50.0%,45.8%,50.0%,20.0%,20.0%,16.7%,0.0%,73.3%,100.0%,-65
2022 Wimbledon R64,W vs Sorribes Tormo,5.8%,17.4%,57.8%,8.9%,24.4%,63.4%,42.9%,29.2%,25.0%,0.0%,4.3%,47.8%,0.0%,15.4%,0.0%,-119
2022 Wimbledon R128,W vs Williams,17.2%,27.6%,47.2%,16.0%,32.1%,57.4%,50.0%,37.8%,45.5%,20.0%,22.0%,30.0%,4.8%,17.2%,0.0%,-36
2022 Strasbourg R32,W vs Stosur,12.1%,24.1%,56.3%,19.4%,35.5%,68.0%,11.8%,50.0%,75.0%,4.2%,12.5%,43.5%,0.0%,21.4%,50.0%,-76
2021 Gdynia R32,L vs Anshba,10.1%,20.3%,44.3%,18.6%,30.2%,48.6%,52.2%,15.0%,9.1%,0.0%,8.6%,40.0%,64.3%,14.3%,0.0%,-119
2021 Strasbourg R16,L vs Rus,15.2%,18.2%,34.6%,19.0%,23.8%,29.4%,54.5%,30.0%,100.0%,10.0%,10.0%,44.4%,100.0%,14.3%,0.0%,-23
2021 Bogota SF,L vs Osorio,10.3%,14.7%,33.9%,12.1%,18.2%,31.0%,29.4%,31.3%,42.9%,10.0%,13.3%,37.0%,20.0%,33.3%,66.7%,-20
2019 Strasbourg R32,L vs Zheng,8.0%,17.0%,53.2%,10.5%,22.8%,54.9%,58.3%,57.6%,66.7%,3.4%,6.9%,50.0%,25.0%,52.9%,100.0%,-81
Career (9 matches),,14.9%,24.1%,45.2%,18.9%,31.6%,51.6%,45.0%,37.8%,38.8%,10.5%,15.1%,36.4%,17.3%,27.0%,29.6%,-9
