Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,2,1,1,50.0%,2022,2026,R64,6,0.90,2.0%,4.9%,55.0%,58.2%,44.6%,52.1%,43.2%,41.8%,44.4%
Roland Garros,9,Clay,13,4,9,30.8%,3,1,2,33.3%,2015,2024,R64,8,0.80,1.7%,4.5%,58.8%,56.9%,41.7%,50.6%,39.7%,46.7%,33.3%
Wimbledon,3,Grass,8,5,3,62.5%,1,1,0,100.0%,2021,2024,R16,8,1.08,2.6%,1.9%,61.7%,67.2%,49.3%,60.4%,43.0%,66.1%,44.3%
US Open,6,Hard,8,2,6,25.0%,0,0,0,-,2018,2024,R128,8,0.84,2.8%,4.0%,53.4%,61.7%,42.7%,52.8%,39.6%,43.5%,57.1%
Rabat,3,Clay,4,1,3,25.0%,2,1,1,50.0%,2018,2025,Q2,4,0.85,2.6%,3.0%,59.3%,51.9%,39.5%,46.9%,45.2%,50.0%,44.4%
Bogota,4,Clay,12,8,4,66.7%,1,1,0,100.0%,2021,2024,SF,12,1.12,2.9%,6.7%,48.4%,65.2%,46.9%,55.8%,49.5%,62.4%,51.0%
Strasbourg,5,Clay,7,2,5,28.6%,3,0,3,0.0%,2016,2022,R16,7,0.93,2.4%,3.1%,60.3%,59.1%,43.1%,52.7%,43.8%,54.7%,47.2%
Linz,2,Hard,6,4,2,66.7%,0,0,0,-,2020,2021,R32,6,1.14,5.5%,3.1%,59.6%,67.8%,51.9%,61.4%,44.1%,66.7%,44.2%
