Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 US Open R128,L vs Andreescu,4.2%,33.3%,13.7%,72.2%,10.2%,9.1%,0.0%,9.2%,30.0%,0.5%,100.0%,-9,37
2022 Wimbledon R16,L vs Anisimova,8.2%,50.0%,8.8%,72.7%,7.7%,0.0%,0.0%,5.0%,0.0%,3.2%,20.0%,-87,-48
2022 Wimbledon R64,W vs Sorribes Tormo,2.9%,50.0%,20.9%,62.1%,6.3%,9.3%,0.0%,13.6%,36.4%,2.7%,45.5%,-73,-82
2022 Wimbledon R128,W vs Williams,4.6%,50.0%,8.2%,70.0%,8.8%,12.1%,0.0%,19.1%,27.8%,4.2%,27.8%,-73,-71
2022 Strasbourg R32,W vs Stosur,1.8%,100.0%,10.8%,72.7%,6.3%,0.0%,0.0%,10.9%,37.5%,4.3%,75.0%,-29,-35
2021 Gdynia R32,L vs Anshba,3.9%,66.7%,29.5%,56.1%,6.5%,13.9%,0.0%,5.2%,6.3%,1.2%,20.0%,-15,-28
2021 Strasbourg R16,L vs Rus,0.0%,-,5.9%,50.0%,8.3%,25.0%,0.0%,7.4%,13.3%,1.8%,0.0%,-24,-20
2021 Bogota SF,L vs Osorio,0.0%,-,11.7%,57.1%,6.9%,6.3%,0.0%,8.6%,25.0%,3.9%,28.6%,30,12
2019 Strasbourg R32,L vs Zheng,3.4%,66.7%,22.5%,60.5%,6.3%,5.5%,50.0%,12.8%,37.5%,2.9%,33.3%,-37,-55
Career (9 matches),,3.6%,54.2%,15.0%,62.9%,7.1%,9.6%,3.1%,11.2%,27.0%,2.8%,35.7%,-40,-41
