Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 US Open R128,L vs Andreescu,38% (5/13),67% (2/3),1/1,0/0,33% (3/9),1/3,1/2,- (0/0),- (0/0)
2022 Wimbledon R16,L vs Anisimova,36% (5/14),0% (0/2),0/0,0/0,64% (7/11),5/7,1/2,- (0/0),- (0/0)
2022 Wimbledon R32,W vs Boulter,88% (7/8),50% (5/10),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R64,W vs Sorribes Tormo,58% (7/12),45% (5/11),2/3,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2022 Strasbourg R32,W vs Stosur,67% (6/9),75% (6/8),2/3,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2021 Gdynia R32,L vs Anshba,40% (4/10),22% (2/9),0/0,0/0,72% (13/18),1/3,1/2,- (0/0),- (0/0)
2021 Roland Garros R64,L vs Vondrousova,57% (4/7),0% (0/3),0/0,0/0,20% (1/5),1/3,1/2,- (0/0),- (0/0)
2021 Roland Garros R128,W vs Cornet,33% (5/15),78% (7/9),2/2,1/1,17% (1/6),0/0,0/0,- (0/0),- (0/0)
2021 Bogota SF,L vs Osorio,13% (1/8),67% (2/3),0/0,0/0,50% (7/14),0/2,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Kasatkina,50% (1/2),20% (2/10),0/0,0/0,13% (1/8),1/3,0/1,- (0/0),- (0/0)
2019 Roland Garros R128,L vs Anisimova,27% (3/11),33% (1/3),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2019 Strasbourg R32,L vs Zheng,62% (8/13),44% (4/9),0/2,0/0,43% (3/7),1/3,0/1,36% (4/11),42% (5/12)
2019 W80 Cagnes Sur Mer R32,L vs Martincova,50% (3/6),9% (1/11),0/0,0/0,64% (9/14),1/3,0/1,- (0/0),- (0/0)
2019 W25 Calvi R32,W vs Schmidt,64% (7/11),56% (5/9),2/5,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W60 Shenzhen R32,L vs Ma,67% (6/9),18% (2/11),1/1,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
2019 W25 Glasgow R16,L vs Bolkvadze,52% (11/21),56% (5/9),1/1,0/0,80% (16/20),0/2,0/1,33% (2/6),50% (3/6)
2019 W25 Glasgow R32,W vs Zimmermann,54% (7/13),56% (5/9),2/4,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 W60 Shrewsbury SF,L vs Wickmayer,71% (5/7),40% (4/10),0/0,0/0,0% (0/6),0/2,0/1,- (0/0),- (0/0)
2019 W60 Shrewsbury QF,W vs Smitkova,100% (6/6),55% (6/11),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W60 Shrewsbury R16,W vs Schoofs,55% (6/11),46% (6/13),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2022 (5 matches),,53.6%,52.9%,77.8%,75.0%,58.3%,60.0%,50.0%,-,-
2021 (4 matches),,35.0%,45.8%,100.0%,100.0%,51.2%,25.0%,40.0%,-,-
2020 (1 matches),,50.0%,20.0%,-,-,12.5%,33.3%,0.0%,-,-
2019 (16 matches),,57.2%,43.8%,54.5%,50.0%,52.8%,15.8%,11.1%,45.5%,50.0%
2018 (1 matches),,44.4%,0.0%,-,-,60.0%,0.0%,0.0%,-,-
Career (121 matches),,57.1%,49.7%,63.5%,63.6%,51.7%,43.9%,38.9%,55.4%,46.3%
