Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 US Open Q3,L vs Karlovic,1.6%,0.0%,6.3%,75.0%,13.8%,15.8%,0.0%,20.0%,22.2%,0.9%,100.0%,0,-37
2019 Stockholm QF,W vs Tipsarevic,0.0%,-,2.4%,33.3%,6.2%,20.0%,0.0%,5.5%,17.6%,0.4%,0.0%,-127,-107
2019 Wimbledon R128,L vs Nadal,0.0%,-,3.7%,50.0%,17.3%,30.0%,25.0%,8.3%,16.7%,0.4%,0.0%,23,15
2017 Basel R32,L vs Shapovalov,0.0%,-,3.3%,66.7%,4.6%,16.0%,0.0%,11.9%,33.3%,0.0%,-,-36,-5
2017 Canada R64,L vs Goffin,0.0%,-,7.7%,75.0%,9.2%,24.1%,0.0%,5.0%,40.0%,1.0%,33.3%,28,15
2017 Antalya F,W vs Mannarino,0.0%,-,10.0%,83.3%,12.8%,23.1%,0.0%,13.7%,33.3%,0.0%,-,75,65
2017 Surbiton CH F,W vs Thompson,0.0%,-,7.4%,53.8%,15.1%,19.4%,37.5%,5.6%,20.0%,1.5%,0.0%,-29,-29
2017 Estoril R32,L vs Del Potro,1.7%,100.0%,5.6%,100.0%,7.0%,19.4%,0.0%,1.3%,0.0%,0.0%,-,-56,-61
2017 Yokohama CH F,W vs Kwon,0.0%,-,10.4%,57.1%,9.9%,11.6%,0.0%,2.8%,18.2%,0.0%,-,-63,-43
2017 Kyoto CH QF,L vs Harris,1.5%,100.0%,7.1%,60.0%,10.7%,12.5%,0.0%,4.3%,0.0%,1.2%,100.0%,13,-14
2016 Washington R32,L vs Coric,0.0%,-,3.0%,100.0%,4.2%,8.1%,0.0%,1.7%,7.7%,0.0%,-,-25,-13
2016 Seoul CH R32,W vs Kang,0.0%,-,6.0%,60.0%,8.3%,11.8%,6.3%,8.5%,0.0%,0.0%,-,-99,-51
2014 Toyota CH SF,L vs Soeda,0.0%,-,5.4%,77.8%,15.4%,19.2%,0.0%,14.9%,50.0%,0.9%,50.0%,76,45
Career (13 matches),,0.3%,66.7%,5.9%,66.9%,9.8%,17.4%,7.9%,6.6%,18.6%,0.5%,31.3%,-29,-23
