Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 US Open Q3,L vs Karlovic,32.8%,50.0%,4.9%,3/0,2.25,71.1%,28.1%,33.3%,6.3%,2.37,81.3%,64.7%,63.6%,5.9%,1.96,46.2%
2019 Stockholm QF,W vs Tipsarevic,74.1%,51.5%,4.3%,1/5,2.30,10.4%,69.0%,43.1%,2.4%,2.34,19.0%,90.0%,62.2%,8.0%,2.26,0.0%
2019 Wimbledon R128,L vs Nadal,58.5%,47.9%,4.9%,3/1,2.01,8.3%,43.5%,50.0%,6.5%,2.04,13.5%,82.4%,46.4%,2.9%,1.96,0.0%
2017 Basel R32,L vs Shapovalov,60.7%,42.6%,1.1%,0/1,2.50,8.8%,57.7%,40.0%,0.0%,2.59,14.7%,70.6%,45.8%,2.9%,2.37,0.0%
2017 Canada R64,L vs Goffin,68.5%,46.0%,5.5%,1/3,2.43,8.2%,54.5%,45.8%,0.0%,2.16,16.7%,100.0%,46.2%,15.4%,2.71,0.0%
2017 Antalya F,W vs Mannarino,65.6%,60.0%,1.6%,0/1,2.33,17.1%,69.4%,52.0%,0.0%,2.32,27.3%,78.9%,73.3%,5.3%,2.35,0.0%
2017 Surbiton CH F,W vs Thompson,70.0%,41.3%,0.0%,0/0,2.24,10.9%,69.2%,41.7%,0.0%,2.22,12.5%,84.4%,40.7%,0.0%,2.31,6.3%
2017 Estoril R32,L vs Del Potro,62.5%,40.0%,2.1%,1/0,2.40,17.0%,53.1%,35.3%,3.1%,2.55,25.0%,92.9%,46.2%,0.0%,2.07,0.0%
2017 Yokohama CH F,W vs Kwon,74.3%,46.9%,3.7%,3/1,2.73,17.5%,67.2%,32.6%,1.6%,2.80,26.3%,97.4%,63.2%,7.7%,2.62,4.0%
2017 Kyoto CH QF,L vs Harris,42.6%,41.4%,1.5%,0/1,2.14,19.6%,23.9%,45.5%,0.0%,2.02,30.3%,81.8%,38.9%,4.5%,2.36,0.0%
2016 Washington R32,L vs Coric,70.7%,39.0%,6.9%,1/3,2.67,9.3%,62.1%,50.0%,3.4%,2.67,13.8%,85.2%,30.4%,11.1%,2.66,4.0%
2016 Seoul CH R32,W vs Kang,88.9%,62.5%,4.4%,0/2,2.70,18.2%,96.2%,60.0%,0.0%,2.93,57.1%,88.2%,66.7%,11.8%,2.60,0.0%
2014 Toyota CH SF,L vs Soeda,68.8%,45.5%,9.4%,1/5,2.45,12.0%,50.0%,50.0%,0.0%,2.26,20.0%,100.0%,42.3%,23.1%,2.75,0.0%
Career (13 matches),,65.1%,47.4%,3.7%,37.8%,2.39,16.2%,57.7%,44.0%,1.7%,2.36,24.7%,86.6%,51.1%,7.6%,2.42,3.2%
