Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2020,102,713,117,1603,113,1563,155,1487,,,980,25,,
2019,103,561,143,1617,135,1575,,,100,1591,,,,
2018,145,370,154,1602,149,1554,196,1481,89,1596,,,,
2018,145,370,154,1602,149,1554,196,1481,89,1596,,,,
2017,40,1219,68,1758,76,1687,114,1595,41,1711,597,81,,
2016,112,527,133,1626,132,1579,,,97,1569,646,78,,
2015,126,472,130,1619,126,1576,219,1438,101,1570,1275,17,,
2014,131,420,160,1587,142,1556,243,1386,141,1510,459,127,,
2013,170,310,187,1555,179,1503,,,149,1488,737,55,,
2012,117,491,164,1584,142,1561,257,1383,132,1513,607,80,,
2011,235,207,246,1462,227,1431,275,1340,212,1407,698,53,,
2010,180,295,249,1469,225,1430,288,1336,201,1401,448,118,,
2009,299,142,329,1324,307,1317,295,1346,,,745,44,,
2008,341,102,,,,,,,,,1108,16,,
2007,1006,8,,,,,,,,,790,36,,
2006,498,54,,,,,,,,,1360,6,,
2005,1497,1,,,,,,,,,,,,
