Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 US Open Q3,L vs Karlovic,23.1%,35.4%,53.3%,28.5%,28.9%,44.4%,50.0%,36.7%,20.0%,52.0%,75.0%,13.3%,20.0%,61.5%,16
2019 Stockholm QF,W vs Tipsarevic,23.6%,26.4%,55.8%,25.2%,27.6%,29.3%,57.1%,30.5%,30.4%,51.4%,100.0%,20.5%,25.0%,54.3%,47
2019 Wimbledon R128,L vs Nadal,22.5%,31.3%,40.0%,27.1%,28.8%,38.5%,35.1%,36.0%,37.9%,60.9%,100.0%,11.5%,19.2%,47.8%,0
2017 Basel R32,L vs Shapovalov,35.5%,39.8%,43.9%,39.6%,41.4%,48.3%,50.0%,47.9%,35.7%,33.3%,100.0%,28.1%,28.1%,34.8%,51
2017 Canada R64,L vs Goffin,18.1%,24.1%,42.9%,22.7%,25.6%,34.9%,50.0%,34.4%,30.0%,60.9%,50.0%,11.4%,14.3%,35.5%,-8
2017 Antalya F,W vs Mannarino,30.5%,40.7%,48.6%,38.6%,42.1%,57.9%,59.1%,54.7%,46.7%,47.8%,-,13.3%,13.3%,30.8%,11
2017 Surbiton CH F,W vs Thompson,21.2%,32.9%,60.9%,30.2%,26.2%,36.9%,62.5%,38.0%,40.0%,45.0%,66.7%,5.9%,23.5%,56.3%,-63
2017 Estoril R32,L vs Del Potro,15.3%,23.7%,41.7%,20.5%,15.4%,28.2%,48.5%,23.3%,15.0%,84.2%,66.7%,16.7%,16.7%,26.7%,47
2017 Yokohama CH F,W vs Kwon,31.2%,36.6%,47.6%,34.0%,36.7%,43.3%,55.3%,41.0%,30.0%,63.3%,33.3%,21.9%,25.0%,36.0%,-33
2017 Kyoto CH QF,L vs Harris,30.1%,42.5%,56.9%,38.8%,38.9%,55.6%,60.6%,50.6%,53.8%,57.1%,100.0%,5.3%,5.3%,50.0%,-79
2016 Washington R32,L vs Coric,24.7%,27.3%,42.6%,26.9%,35.6%,37.8%,51.7%,39.3%,41.7%,42.9%,60.0%,10.7%,14.3%,32.0%,-15
2016 Seoul CH R32,W vs Kang,36.8%,42.1%,68.2%,38.2%,56.3%,62.5%,57.1%,59.4%,12.5%,37.5%,-,25.0%,30.0%,73.3%,59
2014 Toyota CH SF,L vs Soeda,21.4%,34.0%,45.3%,30.1%,25.0%,45.0%,55.6%,40.0%,36.4%,37.0%,50.0%,18.9%,21.6%,30.0%,61
Career (13 matches),,25.3%,33.1%,49.0%,30.5%,31.8%,42.2%,53.2%,40.0%,34.6%,51.5%,67.4%,16.6%,20.4%,42.6%,47
