Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,28,15,13,53.6%,7,4,3,57.1%,2010,2023,R64,23,1.00,5.2%,2.9%,61.6%,70.0%,51.7%,63.0%,37.0%,61.4%,42.3%
Roland Garros,8,Clay,8,0,8,0.0%,5,3,2,60.0%,2010,2022,R128,8,0.72,3.1%,3.7%,59.9%,63.5%,44.6%,55.9%,31.8%,53.0%,43.3%
Wimbledon,12,Grass,25,13,12,52.0%,11,2,9,18.2%,2010,2022,R64,12,0.88,5.4%,3.0%,64.9%,68.2%,50.6%,62.0%,33.3%,57.6%,39.5%
US Open,13,Hard,24,10,14,41.7%,7,3,4,42.9%,2009,2021,R64,19,0.91,4.0%,3.9%,56.5%,66.3%,51.2%,59.8%,36.5%,56.4%,43.3%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,2016,2021,R32,2,0.92,4.8%,1.8%,53.0%,61.8%,53.2%,57.7%,39.1%,50.0%,44.4%
Davis Cup,9,,14,8,6,57.1%,6,3,3,50.0%,2007,2019,,5,1.06,7.1%,4.2%,56.1%,68.1%,50.8%,60.5%,41.7%,62.7%,42.2%
Tokyo,11,Hard,14,3,11,21.4%,5,1,4,20.0%,2008,2019,QF,10,0.72,2.5%,3.4%,62.6%,64.9%,40.4%,55.7%,32.0%,51.4%,26.5%
Washington,6,Hard,13,7,6,53.8%,3,2,1,66.7%,2009,2018,R32,10,0.95,5.5%,3.3%,55.7%,69.4%,48.5%,60.1%,37.9%,58.6%,41.4%
Halle,5,Grass,13,7,6,53.8%,5,3,2,60.0%,2011,2022,QF,13,1.01,4.2%,2.9%,63.6%,66.8%,48.8%,60.3%,40.3%,56.3%,43.5%
Newport,5,Grass,10,5,5,50.0%,1,1,0,100.0%,2013,2021,R16,10,0.95,4.4%,2.7%,57.4%,65.4%,54.0%,60.6%,37.4%,50.8%,41.0%
Chennai,3,Hard,14,10,4,71.4%,3,2,1,66.7%,2009,2012,QF,11,1.15,3.5%,3.1%,58.8%,71.7%,52.8%,63.9%,41.6%,67.2%,43.8%
Cincinnati Masters,4,Hard,11,7,4,63.6%,5,2,3,40.0%,2016,2020,QF,11,1.03,4.4%,3.3%,61.0%,69.0%,52.4%,62.5%,38.6%,60.9%,41.8%
