Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,97,37,60,38.1%,100-143,41.2%,1106-1262,46.7%,20-26,43.5%,89,73.6%,18.7%,4.5%,3.4%,59.3%,68.3%,49.0%,60.5%,35.4%,48.1%,0.90
Clay,17,3,14,17.6%,10-34,22.7%,166-253,39.6%,4-4,50.0%,14,65.7%,14.9%,3.2%,3.2%,62.5%,62.6%,45.6%,56.2%,34.4%,46.0%,0.79
Grass,31,15,16,48.4%,37-45,45.1%,387-407,48.7%,4-11,26.7%,31,77.2%,21.2%,5.9%,2.9%,63.1%,69.7%,50.2%,62.5%,36.6%,49.5%,0.97
Carpet,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,0,,,,,,,,,,,
Grand Slams,21,4,17,19.0%,23-50,31.5%,317-398,44.3%,7-10,41.2%,21,73.4%,14.1%,5.9%,3.9%,60.8%,69.1%,48.8%,61.1%,32.1%,47.2%,0.82
Masters,18,5,13,27.8%,15-29,34.1%,193-238,44.8%,2-6,25.0%,18,71.0%,19.7%,4.6%,3.9%,59.4%,66.4%,46.8%,58.4%,35.1%,47.1%,0.84
Other Tours,93,39,54,41.9%,88-124,41.5%,952-1094,46.5%,16-22,42.1%,90,74.2%,19.4%,4.1%,2.9%,61.1%,68.0%,49.2%,60.7%,36.3%,48.5%,0.92
Best of 5,29,9,20,31.0%,40-63,38.8%,468-543,46.3%,10-12,45.5%,25,73.8%,17.8%,6.2%,4.0%,59.8%,69.2%,49.3%,61.2%,34.3%,48.2%,0.89
Best of 3,117,47,70,40.2%,109-159,40.7%,1203-1385,46.5%,18-29,38.3%,109,73.6%,19.3%,4.2%,3.0%,60.8%,67.6%,48.7%,60.2%,36.0%,48.2%,0.91
Finals,1,1,0,100.0%,2-0,100.0%,13-7,65.0%,1-0,100.0%,1,80.0%,44.4%,7.6%,4.5%,66.7%,75.0%,36.4%,62.1%,45.9%,54.3%,1.21
Semi-finals,3,1,2,33.3%,2-5,28.6%,28-41,40.6%,1-1,50.0%,3,73.0%,11.4%,4.8%,0.9%,64.1%,66.2%,54.2%,61.9%,32.9%,47.4%,0.86
Quarter-finals,11,3,8,27.3%,9-17,34.6%,109-134,44.9%,1-3,25.0%,11,69.7%,20.8%,4.6%,3.0%,61.5%,63.3%,51.0%,58.6%,37.5%,47.6%,0.91
vs Righties,120,46,74,38.3%,121-180,40.2%,1358-1563,46.5%,24-33,42.1%,111,74.0%,18.6%,4.5%,3.3%,60.9%,68.0%,49.1%,60.6%,35.7%,48.3%,0.91
vs Lefties,26,10,16,38.5%,28-42,40.0%,313-365,46.2%,4-8,33.3%,23,71.8%,20.1%,5.7%,3.0%,59.1%,67.9%,47.8%,59.6%,35.2%,47.7%,0.87
vs Top 10,9,2,7,22.2%,7-16,30.4%,89-123,42.0%,1-2,33.3%,9,66.3%,18.1%,4.7%,1.9%,62.6%,61.4%,53.9%,58.6%,35.4%,46.8%,0.86
