Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Antalya R32,L vs Roemer,33% (1/3),67% (2/3),0/0,0/0,14% (1/7),7/9,4/5,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Oz,50% (3/6),- (0/0),0/0,0/0,50% (4/8),2/4,0/1,- (0/0),- (0/0)
2018 Istanbul R32,L vs Parmentier,25% (1/4),43% (3/7),0/0,0/0,53% (8/15),4/6,4/5,- (0/0),- (0/0)
2017 Antalya $15K SF,L vs Anshba,40% (4/10),53% (8/15),1/1,0/0,57% (13/23),0/2,0/1,- (0/0),- (0/0)
2017 Antalya $15K QF,W vs Bondar,50% (7/14),64% (7/11),2/5,1/1,54% (7/13),1/2,0/0,- (0/0),- (0/0)
2017 Antalya $15K R16,W vs Vaneva,55% (6/11),86% (6/7),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2017 Shrewsbury $25K R32,L vs Andrei,60% (6/10),75% (6/8),1/1,0/0,36% (4/11),1/3,0/1,- (0/0),- (0/0)
2017 Istanbul $25K R32,L vs Golubovskaya,50% (6/12),- (0/0),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2017 Lagos $25K QF,W vs Strakhova,80% (8/10),40% (4/10),2/5,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Lagos $25K R16,W vs Bechri,64% (7/11),71% (5/7),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Lagos $25K R32,W vs William,64% (7/11),71% (5/7),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2017 Lagos $25K SF,L vs Khazaniuk,73% (8/11),35% (6/17),1/3,0/2,22% (2/9),0/2,0/1,- (0/0),- (0/0)
2017 Lagos $25K R16,W vs Bechri,45% (5/11),41% (7/17),2/4,1/1,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2017 Saint Petersburg $100K R32,L vs Parmentier,71% (5/7),25% (2/8),0/0,0/0,64% (7/11),5/7,5/6,- (0/0),- (0/0)
2017 Artvin $60K QF,W vs Raina,58% (7/12),62% (8/13),2/3,1/2,50% (6/12),0/1,0/0,- (0/0),- (0/0)
2017 Artvin $60K R16,W vs Wachaczyk,50% (6/12),55% (6/11),2/5,1/2,58% (7/12),0/0,0/0,100% (5/5),40% (2/5)
2017 El Espinar Segovia $25K F,L vs Badosa,45% (5/11),50% (1/2),0/0,0/0,20% (1/5),1/3,1/2,- (0/0),- (0/0)
2017 El Espinar Segovia $25K SF,W vs De La Torre Sanchez,58% (7/12),100% (6/6),2/4,1/1,44% (4/9),0/1,0/0,- (0/0),- (0/0)
2017 El Espinar Segovia $25K QF,W vs Bassols Ribera,33% (7/21),61% (11/18),2/6,1/3,43% (6/14),2/3,0/0,38% (3/8),50% (4/8)
2017 El Espinar Segovia $25K R16,W vs Bucsa,80% (8/10),42% (5/12),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 (2 matches),,44.4%,66.7%,-,-,33.3%,69.2%,66.7%,-,-
2018 (1 matches),,25.0%,42.9%,-,-,53.3%,66.7%,80.0%,-,-
2017 (46 matches),,54.6%,52.1%,50.4%,67.4%,53.9%,48.1%,50.0%,54.2%,49.3%
2016 (30 matches),,59.8%,52.9%,56.3%,53.3%,55.7%,45.7%,60.0%,62.9%,48.6%
2015 (19 matches),,55.5%,48.4%,58.3%,51.9%,54.1%,43.8%,37.5%,45.5%,68.2%
Career (102 matches),,56.1%,51.2%,53.5%,58.6%,54.2%,48.6%,53.4%,53.9%,51.5%
