Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2016 Istanbul R32,L vs Jani,25.0%,30.0%,42.9%,43.3%,50.0%,47.1%,42.9%,50.0%,33.3%,7.4%,11.1%,40.0%,0.0%,43.8%,33.3%,-42
Career (1 matches),,25.0%,30.0%,42.9%,43.3%,50.0%,47.1%,42.9%,50.0%,33.3%,7.4%,11.1%,40.0%,0.0%,43.8%,33.3%,-42
