Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R16,L vs Medvedev,29,31,0.9,26.4%,28.2%,26,29,0.9,26.8%,29.9%,12.4%,4.1%,1.8,20.0%,10.9%
2026 Rotterdam R32,W vs Boogaard,21,21,1.0,17.4%,17.4%,12,19,0.6,11.3%,17.9%,7.5%,3.8%,0.4,7.4%,19.8%
2026 Australian Open R128,W vs Djere,35,44,0.8,13.2%,16.5%,21,42,0.5,8.9%,17.9%,6.4%,1.7%,0.5,12.4%,27.4%
2026 United Cup F,L vs Hurkacz,20,21,1.0,11.9%,12.5%,10,20,0.5,7.2%,14.4%,4.3%,2.9%,1.0,19.0%,19.0%
2025 Aix-en-Provence CH F,L vs Coric,37,52,0.7,17.2%,24.2%,26,51,0.5,13.1%,25.6%,9.0%,3.5%,0.6,9.8%,17.2%
2025 Monte Carlo Masters R64,L vs Tabilo,39,45,0.9,18.1%,20.8%,31,41,0.8,15.8%,20.9%,11.2%,4.6%,0.8,13.9%,17.1%
2025 Rotterdam R32,L vs Medvedev,42,52,0.8,21.6%,26.8%,38,48,0.8,22.0%,27.7%,8.7%,4.6%,1.4,22.7%,16.5%
2025 Australian Open R128,L vs Sonego,33,26,1.3,13.5%,10.7%,29,23,1.3,13.2%,10.5%,8.7%,2.3%,1.1,25.8%,23.8%
2024 Stockholm SF,L vs Paul,26,21,1.2,21.8%,17.6%,20,19,1.1,18.3%,17.4%,8.3%,3.7%,2.3,32.8%,14.3%
2024 Stockholm QF,W vs Rublev,48,26,1.8,28.4%,15.4%,34,24,1.4,24.1%,17.0%,9.9%,4.3%,1.5,24.9%,16.6%
2024 Shanghai Masters R128,W vs Mpetshi Perricard,53,13,4.1,31.7%,7.8%,40,9,4.4,29.4%,6.6%,10.3%,6.6%,2.4,39.5%,16.2%
2024 US Open R128,L vs Bellucci,23,32,0.7,12.0%,16.8%,14,25,0.6,8.6%,15.4%,2.5%,5.6%,1.3,18.8%,14.1%
2024 Wimbledon R64,L vs Monfils,32,40,0.8,15.6%,19.5%,27,40,0.7,14.5%,21.5%,8.6%,5.4%,1.7,18.0%,10.7%
2024 Wimbledon R128,W vs Broom,38,38,1.0,19.9%,19.9%,27,37,0.7,15.8%,21.6%,9.4%,5.8%,0.6,10.5%,16.2%
2024 Roland Garros R128,W vs Murray,36,30,1.2,21.2%,17.6%,33,28,1.2,20.8%,17.6%,11.9%,8.8%,1.0,15.3%,15.3%
2024 Monte Carlo Masters R64,L vs De Minaur,9,32,0.3,9.2%,32.7%,9,29,0.3,10.1%,32.6%,3.4%,2.2%,0.8,19.4%,25.5%
2024 Australian Open R128,L vs Mannarino,47,69,0.7,17.5%,25.7%,32,69,0.5,13.7%,29.5%,5.1%,3.8%,0.8,14.1%,17.8%
2023 Paris Masters R64,L vs Thiem,39,33,1.2,21.2%,17.9%,29,27,1.1,18.4%,17.1%,10.1%,6.3%,1.2,20.7%,16.8%
2023 US Open R32,L vs Sinner,22,58,0.4,9.5%,25.1%,14,54,0.3,6.9%,26.7%,5.0%,2.0%,0.5,14.3%,26.4%
2023 US Open R64,W vs Etcheverry,48,56,0.9,17.2%,20.1%,31,54,0.6,12.8%,22.3%,8.3%,3.7%,1.0,15.4%,15.8%
Career (286 matches),,10211,10152,1.0,18.4%,18.2%,7921,9419,0.8,15.9%,18.9%,7.2%,3.8%,0.9,14.0%,15.8%
