Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,6,8,42.9%,18-21,46.2%,200-213,48.4%,7-3,70.0%,14,85.1%,10.4%,9.1%,2.7%,55.1%,76.4%,55.8%,67.2%,31.8%,49.7%,0.97,F (United Cup)
2025,17,4,13,23.5%,15-30,33.3%,212-254,45.5%,5-5,50.0%,17,72.5%,18.1%,8.2%,2.4%,56.0%,69.0%,50.1%,60.7%,33.9%,47.6%,0.86,R16 (4x)
2024,25,9,16,36.0%,29-39,42.6%,341-362,48.5%,6-11,35.3%,25,82.5%,15.4%,8.6%,2.7%,55.6%,76.3%,50.6%,64.9%,31.9%,48.7%,0.91,SF (Stockholm)
2023,50,27,23,54.0%,68-61,52.7%,670-638,51.2%,11-18,37.9%,49,82.9%,19.6%,9.9%,2.3%,56.4%,75.8%,53.3%,66.0%,35.2%,50.5%,1.04,F (Umag)
2022,22,8,14,36.4%,24-34,41.4%,289-313,48.0%,5-8,38.5%,22,81.5%,14.9%,8.9%,2.1%,56.4%,74.2%,52.8%,64.9%,32.8%,49.0%,0.94,SF (Metz)
2021,7,3,4,42.9%,10-9,52.6%,102-94,52.0%,2-2,50.0%,6,85.4%,17.7%,9.3%,2.5%,57.4%,76.6%,52.2%,66.2%,34.3%,50.9%,1.02,QF (Murray River Open)
2020,23,15,8,65.2%,39-29,57.4%,344-317,52.0%,6-4,60.0%,23,83.1%,20.7%,11.0%,1.9%,60.1%,75.3%,52.3%,66.1%,36.9%,51.5%,1.09,SF (Doha)
2019,50,31,19,62.0%,83-53,61.0%,747-663,53.0%,20-15,57.1%,49,86.2%,19.2%,11.3%,2.2%,59.3%,76.6%,55.2%,67.9%,35.5%,51.6%,1.11,F (2x)
2018,37,19,18,51.4%,51-46,52.6%,487-504,49.1%,15-8,65.2%,37,83.4%,13.9%,8.6%,2.7%,58.4%,73.3%,53.9%,65.2%,33.5%,49.5%,0.97,SF (2x)
2017,37,26,11,70.3%,66-37,64.1%,555-481,53.6%,14-6,70.0%,37,83.9%,22.3%,8.1%,2.6%,59.7%,72.5%,56.5%,66.1%,36.6%,51.5%,1.08,W (Geneva)
2016,64,46,18,71.9%,114-56,67.1%,942-763,55.2%,23-15,60.5%,64,86.1%,23.4%,8.3%,2.9%,58.1%,74.9%,56.4%,67.1%,37.9%,52.4%,1.15,W (4x)
2015,74,55,19,74.3%,143-56,71.9%,1112-922,54.7%,34-12,73.9%,72,86.0%,21.4%,9.2%,2.9%,56.4%,76.4%,55.6%,67.3%,36.4%,52.0%,1.11,W (4x)
2014,55,38,17,69.1%,97-54,64.2%,815-685,54.3%,21-11,65.6%,47,85.6%,21.1%,10.7%,3.2%,55.3%,79.1%,54.4%,68.1%,36.3%,51.9%,1.14,W (2x)
2013,77,54,23,70.1%,131-68,65.8%,1082-880,55.1%,17-15,53.1%,73,85.0%,24.3%,8.4%,3.3%,59.4%,74.0%,54.9%,66.2%,38.5%,52.2%,1.14,W (2x)
2012,57,36,21,63.2%,92-67,57.9%,851-743,53.4%,11-20,35.5%,55,82.7%,24.9%,8.6%,3.0%,56.1%,72.9%,53.3%,64.3%,38.6%,51.6%,1.08,SF (4x)
2011,56,36,20,64.3%,93-65,58.9%,821-738,52.7%,14-13,51.9%,52,80.1%,24.8%,7.3%,2.8%,60.9%,70.9%,53.7%,64.2%,38.9%,51.4%,1.09,W (Chennai)
2010,55,36,19,65.5%,90-55,62.1%,751-644,53.8%,7-12,36.8%,52,84.4%,24.8%,9.0%,3.2%,57.1%,75.1%,53.8%,65.9%,39.0%,52.2%,1.14,W (Casablanca)
2009,51,31,20,60.8%,82-55,59.9%,711-627,53.1%,7-10,41.2%,47,80.9%,25.1%,8.4%,3.1%,58.2%,72.8%,51.8%,64.0%,38.8%,51.2%,1.08,SF (Monte Carlo Masters)
2008,54,34,20,63.0%,89-62,58.9%,798-712,52.8%,17-13,56.7%,50,77.6%,26.8%,6.7%,2.8%,60.7%,69.9%,53.1%,63.3%,39.1%,51.3%,1.07,F (Rome Masters)
2007,50,25,25,50.0%,66-69,48.9%,668-645,50.9%,6-11,35.3%,48,78.7%,23.8%,8.4%,3.6%,56.3%,71.3%,51.7%,62.8%,38.2%,50.5%,1.02,F (3x)
2006,57,33,24,57.9%,81-77,51.3%,814-770,51.4%,11-21,34.4%,54,79.7%,22.8%,7.0%,4.5%,55.8%,72.1%,51.5%,63.0%,37.6%,50.4%,1.02,W (Umag)
2005,32,16,16,50.0%,47-47,50.0%,464-470,49.7%,11-10,52.4%,27,78.6%,20.2%,9.0%,4.9%,56.5%,72.4%,50.5%,62.8%,37.4%,50.0%,1.01,F (Gstaad)
2004,7,0,7,0.0%,2-14,12.5%,66-99,40.0%,1-4,20.0%,6,69.2%,12.3%,5.8%,4.6%,55.1%,65.1%,49.3%,58.0%,34.3%,46.1%,0.82,
2003,6,2,4,33.3%,5-8,38.5%,60-69,46.5%,0-2,0.0%,6,74.2%,21.5%,5.7%,4.5%,63.7%,67.0%,47.4%,59.9%,37.7%,48.5%,0.94,R16 (2x)
Career,977,590,387,60.4%,1535-1112,58.0%,13902-12606,52.4%,271-249,52.1%,932,82.6%,21.8%,8.7%,3.0%,57.7%,73.8%,53.6%,65.3%,37.0%,51.1%,1.07,
