Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Bellucci,103.9,116.4,7.4,120.0,112.5,127,98,90.9,5.9,90.0,86.5,103,75
2024 Wimbledon R64,L vs Monfils,105.8,115.7,6.2,118.6,113.2,126,103,92.4,3.8,92.7,89.0,100,80
2024 Wimbledon R128,W vs Broom,106.8,115.7,6.1,119.9,111.1,125,96,94.6,5.8,95.8,92.5,106,83
2023 US Open R32,L vs Sinner,103.3,115.4,7.7,118.6,111.4,128,90,90.8,5.9,90.9,85.8,101,74
2023 US Open R64,W vs Etcheverry,103.5,117.2,10.4,124.2,112.2,130,70,90.3,7.4,92.5,87.3,109,77
2023 US Open R128,W vs Nishioka,109.0,119.3,5.9,123.3,115.4,130,108,96.7,5.3,95.9,95.2,109,87
2023 Wimbledon R32,L vs Djokovic,107.5,122.2,6.2,124.7,119.3,132,106,96.4,4.8,96.5,94.6,109,85
2023 Wimbledon R64,W vs Etcheverry,110.5,121.5,6.2,124.3,118.5,132,107,96.6,5.5,98.0,95.9,110,89
2023 Wimbledon R128,W vs Ruusuvuori,113.5,121.1,6.5,125.7,118.6,133,108,98.1,4.3,102.3,98.0,106,92
2022 US Open R128,L vs Moutet,101.3,112.0,9.4,114.3,106.1,130,87,88.1,8.3,86.5,86.6,102,67
2022 Wimbledon R128,L vs Sinner,107.9,118.2,7.0,122.7,114.3,130,102,97.6,6.8,100.4,95.4,111,73
2019 US Open QF,L vs Medvedev,110.6,118.0,8.7,122.1,109.7,132,92,95.7,4.3,98.6,92.7,107,89
2019 US Open R16,W vs Djokovic,111.4,123.6,7.3,126.1,118.0,135,106,95.4,4.8,97.8,,104,86
2019 US Open R32,W vs Lorenzi,108.5,119.8,7.6,122.3,115.4,136,97,94.6,8.1,97.4,93.4,113,76
2019 US Open R64,W vs Chardy,110.7,121.4,7.7,124.3,117.4,135,94,99.0,6.8,101.5,100.4,114,84
2019 US Open R128,W vs Sinner,110.8,118.3,9.3,122.5,113.4,136,94,97.0,6.7,95.9,95.0,113,83
2019 Wimbledon R64,L vs Opelka,112.6,120.7,8.2,123.9,116.3,133,95,99.3,4.2,99.6,96.5,108,92
2019 Wimbledon R128,W vs Bemelmans,109.7,116.9,9.1,120.2,112.3,131,92,97.0,4.4,99.8,95.0,105,88
2019 Roland Garros QF,L vs Federer,106.5,114.4,11.3,,,133,88,90.0,4.3,,,104,83
2019 Roland Garros R16,W vs Tsitsipas,107.8,115.6,11.4,,,135,88,93.3,5.3,,,106,80
Career (136 matches),,107.5,116.4,9.5,120.1,110.3,139,62,94.7,6.3,96.5,92.5,116,62
