Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,571,346,225,60.6%,898-637,58.5%,8110-7395,52.3%,177-146,54.8%,545,83.1%,20.7%,9.4%,3.0%,56.8%,74.9%,53.3%,65.6%,36.4%,51.0%,1.06
Clay,319,201,118,63.0%,503-350,59.0%,4430-3881,53.3%,66-69,48.9%,306,80.7%,25.7%,6.7%,3.0%,59.2%,71.1%,53.9%,64.1%,39.0%,51.5%,1.09
Grass,70,35,35,50.0%,114-99,53.5%,1118-1080,50.9%,21-24,46.7%,68,85.9%,15.9%,10.9%,3.4%,58.4%,76.8%,54.2%,67.4%,33.7%,50.4%,1.03
Carpet,17,8,9,47.1%,20-26,43.5%,244-250,49.4%,7-10,41.2%,13,85.1%,15.4%,9.9%,3.1%,56.1%,75.4%,55.8%,66.8%,34.4%,50.3%,1.04
Grand Slams,234,162,72,69.2%,538-311,63.4%,4597-3945,53.8%,97-77,55.7%,231,84.3%,22.8%,9.3%,3.1%,57.3%,74.9%,54.3%,66.1%,37.5%,51.8%,1.11
Masters,293,167,126,57.0%,383-313,55.0%,3580-3363,51.6%,69-68,50.4%,291,80.9%,21.8%,7.9%,3.0%,57.4%,72.9%,53.0%,64.4%,37.1%,50.7%,1.04
Other Tours,396,230,166,58.1%,518-408,55.9%,4820-4448,52.0%,90-86,51.1%,392,82.6%,20.9%,8.7%,3.0%,58.5%,73.7%,53.6%,65.3%,36.5%,50.9%,1.05
Best of 5,266,182,84,68.4%,610-365,62.6%,5253-4540,53.6%,106-90,54.1%,231,84.3%,22.8%,9.3%,3.1%,57.3%,74.9%,54.3%,66.1%,37.5%,51.8%,1.11
Best of 3,711,408,303,57.4%,925-747,55.3%,8649-8066,51.7%,165-159,50.9%,701,81.8%,21.3%,8.4%,3.0%,57.9%,73.3%,53.3%,64.9%,36.7%,50.8%,1.04
Finals,32,16,16,50.0%,41-41,50.0%,400-395,50.3%,4-3,57.1%,32,79.1%,21.0%,6.8%,2.7%,60.1%,70.4%,52.7%,63.4%,36.4%,50.0%,0.99
Semi-finals,65,31,34,47.7%,78-84,48.1%,793-811,49.4%,13-14,48.1%,65,80.1%,18.8%,7.6%,2.7%,58.3%,70.5%,53.0%,63.2%,35.2%,49.4%,0.96
Quarter-finals,113,61,52,54.0%,156-125,55.5%,1423-1345,51.4%,32-21,60.4%,110,81.6%,20.2%,7.6%,2.6%,58.2%,72.5%,54.0%,64.8%,36.2%,50.6%,1.03
vs Righties,850,518,332,60.9%,1341-957,58.4%,12122-10922,52.6%,234-221,51.4%,806,82.9%,21.9%,8.6%,2.9%,57.7%,73.8%,53.8%,65.3%,37.0%,51.2%,1.07
vs Lefties,127,72,55,56.7%,194-155,55.6%,1780-1684,51.4%,37-28,56.9%,126,81.1%,21.0%,9.5%,3.4%,57.5%,74.3%,52.1%,64.9%,36.8%,50.7%,1.05
vs Top 10,171,63,108,36.8%,186-281,39.8%,2177-2446,47.1%,38-55,40.9%,166,77.1%,17.8%,7.6%,2.7%,57.8%,70.7%,50.4%,62.1%,34.6%,48.6%,0.91
