Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,8,11,42.1%,24-28,46.2%,266-283,48.5%,9-5,64.3%,19,84.7%,11.2%,10.2%,2.6%,56.3%,76.2%,54.7%,66.8%,31.6%,49.6%,0.95
Clay,8,2,6,25.0%,6-14,30.0%,90-110,45.0%,1-2,33.3%,8,63.6%,26.5%,5.2%,2.1%,56.6%,63.2%,48.1%,56.6%,38.3%,47.5%,0.88
Grand Slams,4,2,2,50.0%,7-9,43.8%,82-86,48.8%,2-2,50.0%,4,84.1%,13.4%,9.1%,2.0%,57.3%,74.8%,60.5%,68.7%,32.2%,50.0%,1.03
Masters,2,0,2,0.0%,2-4,33.3%,27-31,46.6%,0-0,-,2,69.0%,24.1%,5.8%,2.6%,56.8%,64.8%,52.4%,59.5%,38.1%,49.1%,0.94
Other Tours,21,8,13,38.1%,21-29,42.0%,247-276,47.2%,8-5,61.5%,21,78.5%,15.0%,9.0%,2.6%,56.0%,72.8%,50.7%,63.1%,33.4%,48.7%,0.90
Best of 5,4,2,2,50.0%,7-9,43.8%,82-86,48.8%,2-2,50.0%,4,84.1%,13.4%,9.1%,2.0%,57.3%,74.8%,60.5%,68.7%,32.2%,50.0%,1.03
Best of 3,23,8,15,34.8%,23-33,41.1%,274-307,47.2%,8-5,61.5%,23,77.5%,15.9%,8.7%,2.6%,56.1%,72.0%,50.9%,62.7%,33.8%,48.7%,0.91
Finals,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,84.6%,7.1%,12.8%,1.3%,62.8%,77.6%,51.7%,67.9%,32.2%,48.8%,1.01
Semi-finals,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,85.7%,0.0%,7.7%,1.0%,56.7%,67.8%,57.8%,63.5%,29.0%,46.6%,0.79
Quarter-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,81.8%,0.0%,16.7%,3.0%,54.5%,80.6%,46.7%,65.2%,31.5%,47.5%,0.90
vs Righties,26,10,16,38.5%,29-40,42.0%,340-378,47.4%,10-7,58.8%,26,79.5%,14.6%,8.9%,2.4%,56.2%,73.1%,52.9%,64.3%,33.0%,48.9%,0.92
vs Lefties,1,0,1,0.0%,1-2,33.3%,16-15,51.6%,0-0,-,1,68.8%,33.3%,7.0%,3.5%,59.1%,61.8%,51.1%,57.4%,43.6%,50.9%,1.02
vs Top 10,4,0,4,0.0%,2-9,18.2%,52-63,45.2%,0-3,0.0%,4,83.9%,8.9%,12.5%,3.6%,56.9%,78.5%,49.0%,65.8%,27.4%,47.5%,0.80
