Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Dubai R16,L vs Medvedev,1.08,0.73,47.7,2.2,5.9%,38.2%,3.0%,51.5%,37.5%,36.8%
2026 Rotterdam R32,W vs Boogaard,1.28,1.65,41.1,2.2,15.2%,75.8%,12.5%,68.8%,30.0%,42.3%
2026 Australian Open R128,W vs Djere,0.95,1.42,46.2,3.2,14.3%,71.4%,9.4%,79.2%,44.9%,29.2%
2026 United Cup F,L vs Hurkacz,0.78,0.78,48.2,2.5,9.8%,70.7%,16.2%,64.9%,42.6%,20.9%
2025 Aix-en-Provence CH F,L vs Coric,1.02,0.88,78.3,4.4,13.8%,67.2%,5.8%,61.5%,30.4%,30.6%
2025 Monte Carlo R64,L vs Tabilo,0.90,0.92,79.7,5.7,3.3%,48.3%,10.9%,67.3%,43.4%,43.8%
2025 Rotterdam R32,L vs Medvedev,1.14,0.85,61.8,4.0,5.6%,57.4%,1.9%,48.1%,39.1%,31.0%
2025 Australian Open R128,L vs Sonego,0.85,0.84,40.4,2.6,3.3%,72.1%,3.9%,72.5%,31.9%,22.2%
2024 Stockholm SF,L vs Paul,0.89,0.56,37.6,2.0,12.9%,58.1%,7.1%,46.4%,39.4%,18.5%
2024 Stockholm QF,W vs Rublev,1.26,1.23,63.7,2.6,10.6%,66.0%,20.5%,65.9%,22.0%,45.9%
2024 Shanghai R128,W vs Mpetshi Perricard,1.35,1.61,67.4,3.1,16.3%,79.1%,15.8%,73.7%,29.8%,25.6%
2024 US Open R128,L vs Bellucci,0.89,0.54,36.2,2.2,11.3%,71.7%,6.3%,58.3%,26.5%,14.6%
2024 Wimbledon R64,L vs Monfils,0.87,0.59,35.6,2.3,7.3%,61.8%,2.0%,80.0%,15.1%,25.5%
2024 Wimbledon R128,W vs Broom,1.32,1.56,27.5,2.0,9.8%,66.7%,12.8%,66.0%,44.9%,34.1%
2024 Roland Garros R128,W vs Murray,1.38,1.68,27.1,2.0,2.2%,71.7%,4.7%,65.1%,43.2%,32.4%
2024 Monte Carlo R64,L vs De Minaur,0.96,0.61,40.7,2.4,0.0%,39.3%,0.0%,46.2%,39.1%,33.3%
2024 Australian Open R128,L vs Mannarino,1.03,0.81,45.1,8.3,10.8%,60.8%,10.9%,57.8%,28.6%,36.1%
2023 Paris R64,L vs Thiem,0.86,0.86,73.3,26.5,20.0%,68.9%,2.6%,56.4%,40.4%,33.3%
2023 US Open R32,L vs Sinner,0.86,0.77,38.6,2.2,9.3%,57.4%,5.7%,56.6%,40.0%,37.3%
2023 US Open R64,W vs Etcheverry,0.99,1.23,49.5,2.7,15.5%,70.4%,9.1%,63.6%,43.1%,38.6%
2026 (4 matches),,0.99,1.06,46.0,2.5,11.7%,65.5%,10.3%,67.7%,40.8%,30.0%
2025 (4 matches),,0.97,0.86,64.3,3.8,6.4%,61.4%,5.7%,62.4%,35.7%,31.2%
2024 (9 matches),,1.11,0.94,42.2,2.5,9.3%,65.0%,9.3%,63.4%,31.1%,29.9%
2023 (15 matches),,0.99,1.04,52.0,3.0,11.4%,65.0%,8.5%,65.4%,37.8%,35.0%
2022 (11 matches),,1.02,0.92,56.9,2.5,7.4%,64.9%,8.1%,64.0%,31.7%,32.2%
Career (485 matches),,1.05,1.14,49.2,2.7,8.1%,67.0%,6.3%,65.4%,36.5%,36.9%
