Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 W50 Palma Del Rio R16,L vs Gureva,18.8%,32.8%,40.8%,26.2%,45.2%,54.8%,66.7%,52.4%,33.3%,5.3%,10.5%,16.7%,14.3%,58.3%,-,-66
2024 W50 Palma Del Rio Q1,W vs Ferlito,11.7%,23.3%,59.6%,17.1%,31.4%,65.5%,71.4%,42.9%,50.0%,5.3%,15.8%,50.0%,0.0%,38.5%,50.0%,-73
2023 ITF Bratislava Q2,L vs Laboutkova,31.0%,44.8%,47.4%,43.6%,56.4%,45.5%,50.0%,60.9%,50.0%,5.9%,23.5%,50.0%,37.5%,55.6%,-,-58
Career (3 matches),,20.3%,33.5%,49.3%,29.3%,44.8%,56.1%,63.8%,53.4%,41.7%,5.5%,16.4%,38.5%,19.0%,50.0%,50.0%,-66
