Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Lola Radivojevic [SRB],1,3,25.0%,0,0,0,-,2022,2026,1,0.83,7.5%,4.5%,68.7%,73.9%,19.0%,56.7%,36.0%,75.0%,0.0%
4,Katarina Kuzmova [SVK],1,3,25.0%,0,0,0,-,2022,2025,1,0.64,2.9%,7.1%,60.0%,59.5%,21.4%,44.3%,35.7%,50.0%,66.7%
4,Salma Drugdova [SVK],4,0,100.0%,2,1,1,50.0%,2021,2024,0,,,,,,,,,,
4,Lucie Havlickova [CZE],0,4,0.0%,0,0,0,-,2022,2023,0,,,,,,,,,,
3,Berfu Cengiz [TUR],0,3,0.0%,1,0,1,0.0%,2024,2025,1,0.78,0.0%,4.5%,63.6%,52.4%,33.3%,45.5%,42.6%,45.5%,75.0%
3,Georgia Pedone [ITA],3,0,100.0%,0,0,0,-,2023,2025,1,1.09,4.8%,4.8%,67.9%,68.4%,33.3%,57.1%,46.8%,50.0%,35.7%
3,Nicole Fossa Huergo [ITA],3,0,100.0%,0,0,0,-,2021,2025,1,1.10,0.0%,1.3%,74.7%,64.4%,40.0%,58.2%,45.9%,66.7%,57.1%
3,Hanna Bougouffa [FRA],3,0,100.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
3,Jade Bornay [FRA],2,1,66.7%,1,1,0,100.0%,2021,2022,0,,,,,,,,,,
2,Johanna Silva [GER],2,0,100.0%,0,0,0,-,2024,2025,1,1.99,7.0%,4.7%,65.1%,78.6%,66.7%,74.4%,51.0%,50.0%,71.4%
2,Marie Vogt [GER],1,1,50.0%,0,0,0,-,2025,2025,2,1.01,3.1%,4.6%,63.1%,61.0%,35.4%,51.5%,49.0%,58.8%,57.1%
2,Dalila Jakupovic [SLO],1,1,50.0%,0,0,0,-,2025,2025,2,1.28,2.8%,6.4%,64.2%,67.1%,38.5%,56.9%,55.0%,73.7%,56.3%
2,Lara Schmidt [GER],2,0,100.0%,1,1,0,100.0%,2023,2025,1,1.20,1.3%,3.9%,66.2%,62.7%,53.8%,59.7%,48.3%,66.7%,57.1%
2,Nikola Bartunkova [CZE],0,2,0.0%,0,0,0,-,2025,2025,2,0.72,2.7%,5.4%,61.3%,44.1%,34.9%,40.5%,42.6%,40.9%,38.5%
2,Nastasja Schunk [GER],1,1,50.0%,2,1,1,50.0%,2024,2025,1,0.84,1.5%,3.1%,70.8%,63.0%,15.8%,49.2%,42.7%,16.7%,40.0%
