Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,18,15,54.5%,39-31,55.7%,345-297,53.7%,2-2,50.0%,33,69.0%,38.5%,3.4%,4.1%,65.4%,63.3%,47.1%,57.7%,45.2%,51.6%,1.07
Clay,20,9,11,45.0%,21-24,46.7%,185-222,45.5%,3-2,60.0%,19,54.7%,38.3%,1.3%,3.8%,66.5%,58.5%,37.8%,51.6%,45.2%,48.4%,0.93
Finals,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,87.5%,62.5%,4.9%,6.6%,54.1%,75.8%,42.9%,60.7%,53.8%,57.5%,1.37
Semi-finals,3,1,2,33.3%,3-4,42.9%,39-36,52.0%,1-2,33.3%,3,66.7%,38.9%,1.6%,2.9%,69.7%,65.9%,41.9%,58.6%,44.7%,51.4%,1.08
Quarter-finals,7,3,4,42.9%,8-8,50.0%,70-78,47.3%,1-1,50.0%,7,53.4%,41.1%,1.6%,4.3%,65.0%,55.8%,42.2%,51.0%,46.4%,48.7%,0.95
vs Righties,21,7,14,33.3%,17-29,37.0%,170-234,42.1%,3-1,75.0%,21,53.9%,32.6%,2.9%,3.9%,66.7%,56.0%,44.5%,52.2%,43.6%,48.0%,0.91
vs Lefties,5,3,2,60.0%,7-4,63.6%,54-45,54.5%,1-0,100.0%,5,65.3%,42.9%,2.1%,4.2%,65.5%,65.6%,36.5%,55.6%,46.4%,51.1%,1.04
