Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),367,170,,,,,,,,,458,159,,
2025,399,150,,,,,,,,,563,125
2024,442,130,,,,,,,,,476,137
2023,549,85,,,,,,,,,,
2022,434,105,,,,,,,,,,
2021,435,119,,,,,,,,,,
2020,344,151,,,,,,,,,414,173
2019,376,123,,,,,,,,,391,166
2018,536,37,,,,,,,,,453,100
2017,412,91,,,,,,,,,443,114
2016,420,81,,,,,,,,,661,48
2015,478,61,,,,,,,,,512,77
2014,1043,7,,,,,,,,,1109,9
