Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka F,L vs Prisacariu,0.89,0.77,61.3,2.3,-,54.5%,-,46.7%,46.2%,38.9%
2019 W15 Tabarka QF,W vs Chlpac,1.13,1.18,63.8,3.0,-,45.0%,-,59.5%,36.2%,65.1%
2019 W15 Tabarka R16,W vs Crescenzi,0.95,1.18,70.6,4.3,-,47.8%,-,64.4%,47.6%,62.2%
2019 W25 Imola R32,L vs Stadler,1.08,0.70,57.0,2.1,-,36.7%,-,60.7%,25.8%,41.4%
2019 W25 Getxo F,L vs Papamichail,0.83,0.70,53.4,2.2,-,48.1%,-,50.0%,40.6%,45.2%
2019 W25 Rome R32,L vs Hesse,0.98,0.76,52.7,2.5,6.5%,54.3%,0.0%,43.2%,31.3%,50.0%
2019 W25 Chiasso R32,L vs Fourlis,0.97,0.85,58.9,2.1,2.2%,50.0%,2.4%,40.5%,39.4%,56.7%
2019 W25 Kofu QF,L vs Salden,0.92,0.65,38.5,2.3,0.0%,41.9%,0.0%,34.5%,44.0%,43.5%
2019 W25 Kofu R32,W vs Matsumoto,1.05,1.41,36.7,2.2,3.8%,61.5%,0.0%,41.7%,73.5%,54.8%
2019 W25 Kofu R16,L vs Gatto Monticone,0.92,0.59,36.6,2.2,0.0%,42.3%,0.0%,32.0%,29.6%,52.2%
2019 W15 Sharm El Sheikh QF,L vs Klaffner,0.97,0.92,78.3,23.8,-,55.9%,-,50.0%,40.9%,48.7%
2019 W15 Sharm El Sheikh R16,W vs Vdovenco,0.97,1.18,66.8,2.4,5.6%,61.1%,0.0%,52.9%,51.9%,52.2%
2019 W15 Sharm El Sheikh R32,W vs Schaeder,1.21,2.18,33.1,2.1,0.0%,72.0%,0.0%,59.1%,61.9%,61.1%
2019 W25 Rancho Santa Fe CA R32,L vs Volynets,0.90,0.84,73.1,2.6,-,48.8%,-,52.8%,32.6%,60.5%
2019 W25 Surprise AZ R16,L vs Seguel,0.94,0.48,32.5,2.2,0.0%,36.0%,4.3%,43.5%,29.2%,33.3%
2019 W25 Surprise AZ R32,W vs Jaksic,1.03,1.19,79.4,3.1,0.0%,59.6%,2.1%,59.6%,52.5%,40.0%
2019 W25 Plantation FL R32,L vs Osorio,1.01,0.69,52.4,3.6,0.0%,40.0%,0.0%,34.8%,41.9%,43.3%
2017 Cairo $15K SF,L vs Klaffner,0.80,0.74,54.8,3.2,0.0%,56.3%,0.0%,48.4%,40.0%,48.6%
2017 Cairo $15K QF,W vs Morvayova,1.02,1.12,79.6,4.7,0.0%,54.1%,1.7%,67.2%,41.1%,46.2%
2017 Cairo $15K R16,W vs Kakuya,1.00,1.70,45.9,2.0,0.0%,62.5%,0.0%,65.0%,60.9%,63.2%
2019 (17 matches),,0.98,0.92,59.1,2.6,1.2%,51.2%,0.5%,49.7%,42.8%,50.5%
2017 (56 matches),,1.05,1.22,56.5,2.6,1.5%,56.4%,2.1%,55.6%,51.6%,51.0%
2016 (43 matches),,1.03,1.12,61.0,2.6,1.1%,52.3%,0.8%,55.8%,49.2%,51.1%
2015 (18 matches),,1.01,1.06,51.3,2.4,0.7%,52.0%,2.3%,54.9%,46.2%,51.8%
2014 (3 matches),,1.02,0.99,58.9,3.9,0.0%,55.6%,0.0%,51.8%,47.4%,42.4%
Career (137 matches),,1.03,1.12,57.8,2.6,1.2%,53.8%,1.5%,54.7%,49.0%,50.9%
