Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Tabarka F,L vs Prisacariu,45% (5/11),21% (3/14),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Chlpac,73% (8/11),56% (5/9),2/2,1/1,50% (5/10),0/0,0/0,75% (3/4),80% (4/5)
2019 W15 Tabarka R16,W vs Crescenzi,40% (8/20),64% (7/11),2/4,1/3,44% (4/9),0/1,0/0,- (0/0),- (0/0)
2019 W25 Imola R32,L vs Stadler,80% (4/5),33% (1/3),0/2,0/0,62% (8/13),0/2,0/1,- (0/0),- (0/0)
2019 W25 Getxo F,L vs Papamichail,67% (4/6),40% (2/5),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 W25 Rome R32,L vs Hesse,21% (4/19),50% (2/4),0/0,0/0,72% (13/18),0/2,0/1,- (0/0),- (0/0)
2019 W25 Chiasso R32,L vs Fourlis,21% (3/14),40% (4/10),0/0,0/0,53% (8/15),3/5,3/4,- (0/0),- (0/0)
2019 W25 Kofu QF,L vs Salden,29% (2/7),75% (3/4),0/0,0/0,36% (4/11),1/3,1/2,- (0/0),- (0/0)
2019 W25 Kofu R32,W vs Matsumoto,44% (4/9),57% (8/14),2/4,1/2,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2019 W25 Kofu R16,L vs Gatto Monticone,18% (2/11),67% (2/3),0/0,0/0,0% (0/6),2/4,1/2,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh QF,L vs Klaffner,41% (9/22),67% (6/9),1/4,0/3,56% (9/16),1/3,0/1,50% (3/6),33% (2/6)
2019 W15 Sharm El Sheikh R16,W vs Vdovenco,48% (10/21),67% (8/12),2/2,1/1,20% (1/5),0/1,0/0,33% (2/6),50% (3/6)
2019 W15 Sharm El Sheikh R32,W vs Schaeder,78% (7/9),83% (5/6),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Rancho Santa Fe CA R32,L vs Volynets,54% (7/13),57% (4/7),1/1,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 W25 Surprise AZ R16,L vs Seguel,67% (2/3),0% (0/6),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2019 W25 Surprise AZ R32,W vs Jaksic,63% (10/16),71% (5/7),2/2,1/1,77% (10/13),0/1,0/0,- (0/0),- (0/0)
2019 W25 Plantation FL R32,L vs Osorio,75% (3/4),33% (3/9),0/0,0/0,13% (1/8),1/3,0/1,- (0/0),- (0/0)
2017 Cairo $15K SF,L vs Klaffner,50% (5/10),31% (4/13),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2017 Cairo $15K QF,W vs Morvayova,63% (12/19),26% (5/19),2/5,1/1,79% (15/19),4/5,0/0,83% (5/6),40% (2/5)
2017 Cairo $15K R16,W vs Kakuya,60% (6/10),86% (6/7),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 (17 matches),,45.8%,51.1%,60.9%,50.0%,49.1%,26.5%,35.3%,50.0%,52.9%
2017 (56 matches),,55.8%,51.9%,54.8%,50.6%,53.5%,52.4%,54.3%,43.9%,50.0%
2016 (43 matches),,55.6%,52.0%,48.9%,50.0%,52.3%,49.4%,51.6%,49.2%,53.1%
2015 (18 matches),,59.5%,52.1%,60.0%,64.3%,51.0%,56.1%,55.0%,57.1%,57.1%
2014 (3 matches),,66.7%,57.7%,80.0%,50.0%,45.2%,42.9%,33.3%,66.7%,50.0%
Career (137 matches),,55.0%,52.0%,53.9%,51.5%,51.9%,48.1%,50.0%,48.1%,51.9%
