Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 US Open R32,L vs Tomljanovic,4.1,3.8,4.4,50.7%,44.4%,34.8%,56.5%,52.4%,5.2%,2.5,1.2,-1.0,-0.6
2022 US Open R64,W vs Kontaveit,3.3,3.4,3.2,54.1%,38.5%,38.9%,66.7%,51.1%,4.6%,-4.5,-3.5,10.5,8.8
2022 US Open R128,W vs Kovinic,3.6,3.4,3.7,63.3%,53.3%,50.0%,55.6%,53.8%,8.1%,-2.0,-2.1,8.5,10.9
2022 Toronto R64,W vs Parrizas Diaz,4.3,4.4,4.3,63.1%,30.3%,47.6%,57.1%,39.0%,6.1%,4.0,4.0,-4.0,-2.6
2022 Wimbledon R128,L vs Tan,4.3,4.3,4.4,51.2%,56.3%,47.2%,38.9%,51.3%,5.3%,-4.0,-2.0,-1.0,-0.5
2021 Roland Garros R16,L vs Rybakina,3.4,3.8,3.1,39.4%,55.2%,36.4%,50.0%,38.3%,5.3%,7.0,12.3,9.0,10.0
2021 Roland Garros R64,W vs Buzarnescu,3.8,3.4,4.2,62.6%,53.5%,47.6%,25.0%,48.3%,4.3%,4.0,3.3,9.5,7.1
2021 Australian Open SF,L vs Osaka,3.0,3.8,2.4,50.0%,33.3%,33.3%,0.0%,36.8%,4.8%,-8.5,-18.5,-1.0,-1.3
2021 Australian Open QF,W vs Halep,4.8,4.6,4.9,51.7%,50.0%,68.4%,60.0%,46.8%,1.5%,11.5,10.1,5.5,4.2
2021 Australian Open R16,W vs Sabalenka,3.2,3.2,3.2,48.8%,54.1%,55.0%,33.3%,54.1%,9.3%,7.5,6.0,-1.0,-1.0
2021 Australian Open R32,W vs Potapova,3.6,3.5,3.8,61.8%,40.6%,45.5%,55.6%,47.2%,5.4%,0.0,0.0,0.5,0.5
2021 Australian Open R128,W vs Siegemund,3.4,3.1,3.7,76.0%,66.7%,28.6%,80.0%,43.1%,3.2%,11.0,23.9,12.5,21.2
2020 US Open SF,L vs Azarenka,3.9,3.5,4.2,53.3%,44.1%,35.0%,53.8%,53.9%,3.4%,8.0,5.9,-2.5,-2.2
2020 US Open QF,W vs Pironkova,3.8,3.1,4.4,56.0%,46.7%,63.2%,36.4%,41.8%,6.0%,4.5,3.9,5.5,3.5
2020 US Open R16,W vs Sakkari,3.7,3.7,3.7,55.8%,43.2%,45.8%,50.0%,34.0%,4.6%,16.5,17.4,8.5,4.6
2020 Australian Open R32,L vs Wang,3.8,3.8,3.9,47.9%,42.3%,59.1%,50.0%,43.7%,3.9%,8.5,5.5,3.0,1.5
2020 Auckland F,W vs Pegula,3.9,4.0,3.9,53.6%,57.1%,61.1%,66.7%,53.6%,2.7%,11.5,9.4,5.0,4.7
2020 Auckland SF,W vs Anisimova,3.0,3.0,3.0,73.5%,61.1%,25.0%,100.0%,40.5%,14.0%,9.0,27.3,10.0,23.3
2019 US Open F,L vs Andreescu,3.1,3.1,3.1,48.4%,37.1%,62.5%,57.1%,48.9%,3.3%,8.0,9.5,-2.5,-2.9
2019 US Open SF,W vs Svitolina,4.0,3.6,4.3,56.1%,72.7%,45.5%,72.7%,44.1%,4.8%,8.5,10.6,13.0,13.0
Career (237 matches),,3.6,3.5,3.7,55.0%,51.9%,49.9%,51.8%,46.8%,4.7%,6.0,6.5,3.9,3.9
