Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 US Open R32,L vs Tomljanovic,1.1%,0.0%,18.5%,75.0%,11.7%,23.3%,0.0%,7.1%,13.7%,0.2%,0.0%,55,68
2022 US Open R64,W vs Kontaveit,0.0%,-,4.0%,62.5%,12.4%,31.3%,0.0%,14.1%,42.9%,0.4%,0.0%,47,93
2022 US Open R128,W vs Kovinic,0.0%,-,11.7%,66.7%,5.9%,14.3%,0.0%,14.0%,21.4%,0.5%,100.0%,30,75
2022 Toronto R64,W vs Parrizas Diaz,0.0%,-,8.6%,92.3%,14.3%,30.0%,0.0%,5.1%,13.8%,1.1%,66.7%,6,21
2022 Wimbledon R128,L vs Tan,3.8%,50.0%,25.9%,68.3%,5.3%,7.1%,0.0%,10.8%,13.3%,1.6%,42.9%,76,69
2021 Roland Garros R16,L vs Rybakina,0.0%,-,6.0%,71.4%,22.4%,38.5%,100.0%,9.5%,36.4%,0.6%,0.0%,36,2
2021 Roland Garros R64,W vs Buzarnescu,0.0%,-,7.6%,53.8%,13.8%,20.7%,8.3%,15.7%,30.0%,1.5%,25.0%,-5,37
2021 Australian Open SF,L vs Osaka,0.0%,-,1.8%,50.0%,8.6%,22.2%,0.0%,8.9%,33.3%,0.0%,-,29,49
2021 Australian Open QF,W vs Halep,0.0%,-,6.8%,62.5%,16.5%,45.0%,0.0%,7.9%,16.7%,0.0%,-,40,42
2021 Australian Open R16,W vs Sabalenka,0.0%,-,9.0%,82.4%,16.9%,33.3%,0.0%,6.8%,18.2%,0.0%,-,25,56
2021 Australian Open R32,W vs Potapova,0.0%,-,4.3%,66.7%,11.1%,12.5%,0.0%,2.6%,5.6%,0.9%,50.0%,23,76
2021 Australian Open R128,W vs Siegemund,0.0%,-,9.1%,71.4%,25.9%,14.3%,0.0%,22.0%,40.0%,0.9%,100.0%,150,177
2020 US Open SF,L vs Azarenka,0.0%,-,8.2%,61.5%,18.9%,30.0%,0.0%,7.0%,12.5%,0.0%,-,24,50
2020 US Open QF,W vs Pironkova,0.0%,-,6.0%,63.6%,18.0%,29.2%,0.0%,10.4%,15.4%,0.0%,-,25,62
2020 US Open R16,W vs Sakkari,0.0%,-,3.4%,42.9%,16.5%,26.3%,0.0%,9.0%,17.5%,0.3%,0.0%,-32,8
2020 Australian Open R32,L vs Wang,0.0%,-,6.5%,73.3%,16.1%,45.2%,0.0%,9.2%,21.2%,0.5%,0.0%,75,64
2020 Auckland F,W vs Pegula,0.0%,-,13.0%,84.2%,19.6%,40.9%,0.0%,13.3%,30.0%,0.8%,50.0%,103,82
2020 Auckland SF,W vs Anisimova,0.0%,-,6.8%,80.0%,30.4%,22.2%,0.0%,19.2%,50.0%,1.2%,100.0%,55,140
2019 US Open F,L vs Andreescu,0.0%,-,4.8%,85.7%,18.0%,40.0%,0.0%,10.9%,40.0%,0.6%,0.0%,114,133
2019 US Open SF,W vs Svitolina,2.4%,100.0%,12.7%,64.3%,20.3%,33.3%,0.0%,14.9%,32.0%,1.1%,50.0%,91,70
Career (237 matches),,0.5%,57.4%,8.8%,70.0%,15.8%,25.7%,19.4%,11.1%,23.0%,0.6%,26.9%,66,84
